Orthogroup	s288c	W29	DMKU3-1042
OG0000673	sp|P32626|ENOPH_YEAST	tr|A0A1H6Q9V3|A0A1H6Q9V3_YARLL	tr|W0T423|W0T423_KLUMD
OG0000674	sp|P32608|RTG2_YEAST	tr|A0A1D8N8Z7|A0A1D8N8Z7_YARLL	tr|W0THU3|W0THU3_KLUMD
OG0000675	sp|P46957|DPOD2_YEAST	tr|A0A1D8NDA7|A0A1D8NDA7_YARLL	tr|W0T7V0|W0T7V0_KLUMD
OG0000676	sp|P38523|GRPE_YEAST	tr|A0A1H6Q4J3|A0A1H6Q4J3_YARLL	tr|W0T858|W0T858_KLUMD
OG0000677	sp|P04819|DNLI1_YEAST	tr|A0A1D8NLG5|A0A1D8NLG5_YARLL	tr|W0TDU3|W0TDU3_KLUMD
OG0000678	sp|P38197|PLPHP_YEAST	tr|A0A1D8NC72|A0A1D8NC72_YARLL	tr|W0TH96|W0TH96_KLUMD
OG0000679	sp|P28241|IDH2_YEAST	tr|A0A1D8NDF0|A0A1D8NDF0_YARLL	tr|W0T7K3|W0T7K3_KLUMD
OG0000680	sp|P36108|DID4_YEAST	tr|A0A1D8NGJ4|A0A1D8NGJ4_YARLL	tr|W0TBA5|W0TBA5_KLUMD
OG0000681	sp|P32562|CDC5_YEAST	tr|A0A1D8NGD2|A0A1D8NGD2_YARLL	tr|W0T2T7|W0T2T7_KLUMD
OG0000682	sp|P53838|BOR1_YEAST	tr|A0A1H6PP85|A0A1H6PP85_YARLL	tr|W0T2C3|W0T2C3_KLUMD
OG0000683	sp|P17065|SEC2_YEAST	tr|A0A1D8NQ71|A0A1D8NQ71_YARLL	tr|W0T2T8|W0T2T8_KLUMD
OG0000684	"sp|P40106|GPP2_YEAST, sp|P41277|GPP1_YEAST"		tr|W0TGT5|W0TGT5_KLUMD
OG0000685	sp|P53600|COPZ_YEAST	tr|A0A1D8NNA1|A0A1D8NNA1_YARLL	tr|W0TE34|W0TE34_KLUMD
OG0000686	sp|P53154|GUP1_YEAST	tr|A0A1D8NKL1|A0A1D8NKL1_YARLL	tr|W0TDC5|W0TDC5_KLUMD
OG0000687		tr|Q8WZL3|Q8WZL3_YARLL	"tr|W0T9K2|W0T9K2_KLUMD, tr|W0TH74|W0TH74_KLUMD"
OG0000688	sp|Q08601|MCA1_YEAST	tr|A0A1D8NLX2|A0A1D8NLX2_YARLL	tr|W0TCD1|W0TCD1_KLUMD
OG0000689	sp|P53166|MRH4_YEAST	tr|A0A1D8NL67|A0A1D8NL67_YARLL	tr|W0TC12|W0TC12_KLUMD
OG0000690	sp|P47016|NIT2_YEAST	tr|A0A1D8NQF4|A0A1D8NQF4_YARLL	tr|W0TE45|W0TE45_KLUMD
OG0000691	sp|P20048|SEC59_YEAST	tr|A0A1D8NJ20|A0A1D8NJ20_YARLL	tr|W0TEB9|W0TEB9_KLUMD
OG0000692	sp|P34160|NCBP1_YEAST	tr|A0A1D8N4N2|A0A1D8N4N2_YARLL	tr|W0T9K6|W0T9K6_KLUMD
OG0000693	sp|P53894|CBK1_YEAST	tr|A0A1D8N6D9|A0A1D8N6D9_YARLL	tr|W0T6H0|W0T6H0_KLUMD
OG0000694	sp|P54885|PROA_YEAST	tr|A0A1H6PPA5|A0A1H6PPA5_YARLL	tr|W0TD69|W0TD69_KLUMD
OG0000695	sp|P38962|TVP23_YEAST	tr|A0A1D8NG53|A0A1D8NG53_YARLL	tr|W0THA7|W0THA7_KLUMD
OG0000696	sp|P32584|STE14_YEAST	tr|A0A1D8NJL4|A0A1D8NJL4_YARLL	tr|W0T8J9|W0T8J9_KLUMD
OG0000697	sp|P38061|RL32_YEAST	tr|A0A1D8NKN2|A0A1D8NKN2_YARLL	tr|W0TEC9|W0TEC9_KLUMD
OG0000698	sp|P25382|NLE1_YEAST	tr|A0A1H6Q8J3|A0A1H6Q8J3_YARLL	tr|W0TFA0|W0TFA0_KLUMD
OG0000699	sp|Q12676|FOLD_YEAST	tr|A0A1H6PVY0|A0A1H6PVY0_YARLL	tr|W0T9D6|W0T9D6_KLUMD
OG0000700	sp|P47147|YMR1_YEAST	tr|A0A1D8NJS8|A0A1D8NJS8_YARLL	tr|W0TF20|W0TF20_KLUMD
OG0000701	sp|P43606|PTR3_YEAST	tr|A0A1D8NCY9|A0A1D8NCY9_YARLL	tr|W0TBE2|W0TBE2_KLUMD
OG0000702	sp|P47058|TAD2_YEAST	tr|A0A1H6PTW1|A0A1H6PTW1_YARLL	tr|W0T8E9|W0T8E9_KLUMD
OG0000703	sp|P53255|DRN1_YEAST	tr|A0A1D8N8U7|A0A1D8N8U7_YARLL	tr|W0TDE3|W0TDE3_KLUMD
OG0000704	sp|P53921|YNM2_YEAST	tr|A0A1H6PMX1|A0A1H6PMX1_YARLL	tr|W0TDV0|W0TDV0_KLUMD
OG0000705	sp|P27636|CDC15_YEAST	tr|A0A1D8NMG6|A0A1D8NMG6_YARLL	tr|W0T6W4|W0T6W4_KLUMD
OG0000706	sp|Q06504|NAT3_YEAST	tr|A0A1D8NEH9|A0A1D8NEH9_YARLL	tr|W0TES1|W0TES1_KLUMD
OG0000707	sp|Q04264|PDS5_YEAST	tr|A0A1D8NI76|A0A1D8NI76_YARLL	tr|W0TE14|W0TE14_KLUMD
OG0000708	sp|Q08422|TMC1_YEAST	tr|A0A1D8N3B9|A0A1D8N3B9_YARLL	tr|W0T7E4|W0T7E4_KLUMD
OG0000709	sp|P14907|NSP1_YEAST	tr|A0A1D8N682|A0A1D8N682_YARLL	tr|W0T664|W0T664_KLUMD
OG0000710	sp|P29056|TF3B_YEAST	tr|A0A1D8NJT0|A0A1D8NJT0_YARLL	tr|W0T3I3|W0T3I3_KLUMD
OG0000711	sp|P14922|CYC8_YEAST	tr|A0A1D8N6V6|A0A1D8N6V6_YARLL	tr|W0THQ9|W0THQ9_KLUMD
OG0000712	sp|Q03103|ERO1_YEAST	tr|A0A1H6Q949|A0A1H6Q949_YARLL	tr|W0T6S4|W0T6S4_KLUMD
OG0000713	sp|P39692|MET10_YEAST	tr|A0A1D8NIM9|A0A1D8NIM9_YARLL	tr|W0TCH5|W0TCH5_KLUMD
OG0000714	sp|P32794|AFG2_YEAST	tr|A0A1D8NHE4|A0A1D8NHE4_YARLL	tr|W0TEG2|W0TEG2_KLUMD
OG0000715	sp|P28240|ACEA_YEAST	tr|A0A1D8NBI0|A0A1D8NBI0_YARLL	tr|W0TEG0|W0TEG0_KLUMD
OG0000716	sp|P35179|SC61G_YEAST	tr|A0A1D8NDU1|A0A1D8NDU1_YARLL	tr|W0THA2|W0THA2_KLUMD
OG0000717	sp|P27692|SPT5_YEAST	tr|A0A1D8NAQ1|A0A1D8NAQ1_YARLL	tr|W0TB24|W0TB24_KLUMD
OG0000718	sp|P28263|UBC8_YEAST	tr|A0A1D8NI50|A0A1D8NI50_YARLL	tr|W0T3I6|W0T3I6_KLUMD
OG0000719	sp|P38042|CDC27_YEAST	tr|A0A1H6PWQ5|A0A1H6PWQ5_YARLL	tr|W0TH37|W0TH37_KLUMD
OG0000720	sp|Q12343|MED4_YEAST	tr|A0A1H6PXV6|A0A1H6PXV6_YARLL	tr|W0TDK8|W0TDK8_KLUMD
OG0000721	sp|P38989|SMC2_YEAST	tr|A0A1H6PNI4|A0A1H6PNI4_YARLL	tr|W0TE78|W0TE78_KLUMD
OG0000722	sp|P54000|SUB1_YEAST	tr|A0A1H6Q2X0|A0A1H6Q2X0_YARLL	tr|W0TAC1|W0TAC1_KLUMD
OG0000723	sp|P32569|MED17_YEAST	tr|A0A1D8NQC6|A0A1D8NQC6_YARLL	tr|W0TDJ8|W0TDJ8_KLUMD
OG0000724	sp|P53044|UFD1_YEAST	tr|A0A1H6PUW3|A0A1H6PUW3_YARLL	tr|W0T6L1|W0T6L1_KLUMD
OG0000725	sp|Q06685|VIP1_YEAST	tr|A0A1D8N7N0|A0A1D8N7N0_YARLL	tr|W0TA84|W0TA84_KLUMD
OG0000726	sp|P39985|DPO5_YEAST	tr|A0A1D8NGM0|A0A1D8NGM0_YARLL	tr|W0TJM1|W0TJM1_KLUMD
OG0000727	sp|P40958|MAD2_YEAST	tr|A0A1H6PZ46|A0A1H6PZ46_YARLL	tr|W0TAM3|W0TAM3_KLUMD
OG0000728	sp|P03069|GCN4_YEAST	tr|A0A1D8NK83|A0A1D8NK83_YARLL	tr|W0TBM9|W0TBM9_KLUMD
OG0000729	sp|P08964|MYO1_YEAST	tr|A0A1D8NNB1|A0A1D8NNB1_YARLL	tr|W0T6V2|W0T6V2_KLUMD
OG0000730	sp|P53742|NOG2_YEAST	tr|A0A1D8NQA2|A0A1D8NQA2_YARLL	tr|W0TB46|W0TB46_KLUMD
OG0000731	sp|P22804|BET1_YEAST	tr|A0A1D8NPW5|A0A1D8NPW5_YARLL	tr|W0TDB0|W0TDB0_KLUMD
OG0000732	sp|P06783|STE3_YEAST	tr|A0A1D8NMZ8|A0A1D8NMZ8_YARLL	tr|W0T7D0|W0T7D0_KLUMD
OG0000733	"sp|P39734|HPH2_YEAST, sp|Q99332|HPH1_YEAST"		tr|W0TCK3|W0TCK3_KLUMD
OG0000734	sp|P38339|RGD1_YEAST	tr|A0A1D8N3E9|A0A1D8N3E9_YARLL	tr|W0TF53|W0TF53_KLUMD
OG0000735	sp|P40363|SFGH_YEAST	tr|A0A1D8NBZ8|A0A1D8NBZ8_YARLL	tr|W0TD40|W0TD40_KLUMD
OG0000736	sp|P26364|KAD3_YEAST	tr|A0A1H6Q2F9|A0A1H6Q2F9_YARLL	tr|W0T7I7|W0T7I7_KLUMD
OG0000737	sp|P00128|QCR7_YEAST	tr|A0A1H6PYP6|A0A1H6PYP6_YARLL	tr|W0T4A3|W0T4A3_KLUMD
OG0000738	sp|Q02608|RT16_YEAST	tr|A0A1H6Q3V3|A0A1H6Q3V3_YARLL	tr|W0TC43|W0TC43_KLUMD
OG0000739	sp|Q12235|YCT1_YEAST		"tr|W0T5X4|W0T5X4_KLUMD, tr|W0TAH8|W0TAH8_KLUMD"
OG0000740	sp|P27351|AP2B_YEAST	tr|A0A1H6PTU7|A0A1H6PTU7_YARLL	tr|W0TH56|W0TH56_KLUMD
OG0000741	sp|P32349|RPC3_YEAST	tr|A0A1H6Q0B5|A0A1H6Q0B5_YARLL	tr|W0TA47|W0TA47_KLUMD
OG0000742	sp|P46951|YPP1_YEAST	tr|A0A1H6Q5F6|A0A1H6Q5F6_YARLL	tr|W0TA35|W0TA35_KLUMD
OG0000743	sp|P36164|TVP38_YEAST	tr|A0A1H6Q0H7|A0A1H6Q0H7_YARLL	tr|W0T4Q1|W0T4Q1_KLUMD
OG0000744	sp|P39929|SNF7_YEAST	tr|A0A1D8NBF2|A0A1D8NBF2_YARLL	tr|W0T9L6|W0T9L6_KLUMD
OG0000745	sp|P20447|DBP3_YEAST	tr|A0A1D8NDZ2|A0A1D8NDZ2_YARLL	tr|W0TAJ7|W0TAJ7_KLUMD
OG0000746	sp|Q03497|STE20_YEAST	tr|A0A1D8NLD4|A0A1D8NLD4_YARLL	tr|W0T8J2|W0T8J2_KLUMD
OG0000747	"sp|P0CH08|RL40A_YEAST, sp|P0CH09|RL40B_YEAST"		tr|W0T8Q2|W0T8Q2_KLUMD
OG0000748	sp|P38880|MDM31_YEAST	tr|A0A1H6PS89|A0A1H6PS89_YARLL	tr|W0TEJ8|W0TEJ8_KLUMD
OG0000749		"tr|A0A1D8N6Q9|A0A1D8N6Q9_YARLL, tr|A0A1D8NHP7|A0A1D8NHP7_YARLL"	tr|W0T8W3|W0T8W3_KLUMD
OG0000750	sp|P38071|ETR1_YEAST	tr|A0A1H6Q1C5|A0A1H6Q1C5_YARLL	tr|W0TD46|W0TD46_KLUMD
OG0000751	"sp|P36025|YO062_YEAST, sp|P36155|YK55_YEAST"		tr|W0T924|W0T924_KLUMD
OG0000752	sp|P50086|PSD10_YEAST	tr|A0A1D8N977|A0A1D8N977_YARLL	tr|W0TCJ6|W0TCJ6_KLUMD
OG0000753	sp|Q12408|NPC2_YEAST	tr|A0A1D8N3P5|A0A1D8N3P5_YARLL	tr|W0TJB7|W0TJB7_KLUMD
OG0000754	sp|P38217|IMB2_YEAST	tr|A0A1H6PML7|A0A1H6PML7_YARLL	tr|W0T467|W0T467_KLUMD
OG0000755	sp|P17119|KAR3_YEAST	tr|A0A1D8NAV6|A0A1D8NAV6_YARLL	tr|W0TGD3|W0TGD3_KLUMD
OG0000756	sp|P27637|BUD14_YEAST	tr|A0A1D8NLK1|A0A1D8NLK1_YARLL	tr|W0T2M1|W0T2M1_KLUMD
OG0000757	sp|P39984|HAT2_YEAST	tr|A0A1D8N3D7|A0A1D8N3D7_YARLL	tr|W0TG65|W0TG65_KLUMD
OG0000758	sp|Q05892|COQ11_YEAST	tr|A0A1D8NK87|A0A1D8NK87_YARLL	tr|W0TBH8|W0TBH8_KLUMD
OG0000759	sp|P38283|SLI15_YEAST	tr|A0A1D8NNG4|A0A1D8NNG4_YARLL	tr|W0TA06|W0TA06_KLUMD
OG0000760	sp|Q12350|JID1_YEAST	tr|A0A1D8NJ36|A0A1D8NJ36_YARLL	tr|W0TKE7|W0TKE7_KLUMD
OG0000761	sp|Q99190|TECR_YEAST	tr|A0A1D8N3T4|A0A1D8N3T4_YARLL	tr|W0T472|W0T472_KLUMD
OG0000762	sp|P07257|QCR2_YEAST	tr|A0A1D8NMJ7|A0A1D8NMJ7_YARLL	tr|W0TBV3|W0TBV3_KLUMD
OG0000763	sp|P02557|TBB_YEAST	tr|A0A1D8NGN1|A0A1D8NGN1_YARLL	tr|W0TIE6|W0TIE6_KLUMD
OG0000764	sp|P38255|RXT2_YEAST	tr|A0A1H6PRL9|A0A1H6PRL9_YARLL	tr|W0TEV4|W0TEV4_KLUMD
OG0000765	sp|P22137|CLH_YEAST	tr|A0A1D8N542|A0A1D8N542_YARLL	tr|W0T523|W0T523_KLUMD
OG0000766	sp|P38860|MTG2_YEAST	tr|A0A1D8ND67|A0A1D8ND67_YARLL	tr|W0T3H3|W0T3H3_KLUMD
OG0000767	sp|Q03649|YM60_YEAST	tr|A0A1D8N8H7|A0A1D8N8H7_YARLL	tr|W0TFP7|W0TFP7_KLUMD
OG0000768	sp|P14680|YAK1_YEAST	tr|A0A1D8NBG7|A0A1D8NBG7_YARLL	tr|W0T7A2|W0T7A2_KLUMD
OG0000769	sp|P53275|YG37_YEAST	tr|A0A1D8NCT2|A0A1D8NCT2_YARLL	tr|W0T6D3|W0T6D3_KLUMD
OG0000770	sp|P53314|CPD1_YEAST	tr|A0A1D8N5M1|A0A1D8N5M1_YARLL	tr|W0T783|W0T783_KLUMD
OG0000771	sp|P20133|PGTB2_YEAST	tr|A0A1D8NKA5|A0A1D8NKA5_YARLL	tr|W0T6C8|W0T6C8_KLUMD
OG0000772	sp|P22336|RFA1_YEAST	tr|A0A1D8NIJ9|A0A1D8NIJ9_YARLL	tr|W0T4T9|W0T4T9_KLUMD
OG0000773	sp|P47018|MTC1_YEAST	tr|A0A1D8NPT8|A0A1D8NPT8_YARLL	tr|W0TCH4|W0TCH4_KLUMD
OG0000774	sp|P18759|SEC18_YEAST	tr|A0A1H6PPA4|A0A1H6PPA4_YARLL	tr|W0TAN3|W0TAN3_KLUMD
OG0000775	sp|Q08199|SIL1_YEAST	tr|A0A1D8NKZ5|A0A1D8NKZ5_YARLL	tr|W0T7Q1|W0T7Q1_KLUMD
OG0000776	sp|P36056|RT22_YEAST	tr|A0A1D8NEW2|A0A1D8NEW2_YARLL	tr|W0T563|W0T563_KLUMD
OG0000777	sp|P33201|MRT4_YEAST	tr|A0A1D8NQP0|A0A1D8NQP0_YARLL	tr|W0T7I5|W0T7I5_KLUMD
OG0000778	sp|P27825|CALX_YEAST	tr|A0A1D8N7M9|A0A1D8N7M9_YARLL	tr|W0TAJ4|W0TAJ4_KLUMD
OG0000779	sp|Q12358|JLP1_YEAST	tr|A0A1D8NPM2|A0A1D8NPM2_YARLL	tr|W0TCW2|W0TCW2_KLUMD
OG0000780	sp|P19358|METK2_YEAST	tr|A0A1D8N7S8|A0A1D8N7S8_YARLL	tr|W0T4F1|W0T4F1_KLUMD
OG0000781	sp|P33412|ECT1_YEAST	tr|A0A1H6PWM0|A0A1H6PWM0_YARLL	tr|W0TAK3|W0TAK3_KLUMD
OG0000782	sp|P47017|LSM1_YEAST	tr|A0A1D8N527|A0A1D8N527_YARLL	tr|W0TGU7|W0TGU7_KLUMD
OG0000783	sp|P43636|ALG2_YEAST	tr|A0A1H6PVC8|A0A1H6PVC8_YARLL	tr|W0TC06|W0TC06_KLUMD
OG0000784	sp|P40541|SCC3_YEAST	tr|A0A1D8NP60|A0A1D8NP60_YARLL	tr|W0TE53|W0TE53_KLUMD
OG0000785	sp|P32784|GPT1_YEAST	tr|A0A1D8N924|A0A1D8N924_YARLL	tr|W0T7L9|W0T7L9_KLUMD
OG0000786	sp|P19262|ODO2_YEAST	tr|A0A1H6Q759|A0A1H6Q759_YARLL	tr|W0TBX1|W0TBX1_KLUMD
OG0000787	sp|Q04632|COG8_YEAST	tr|A0A1D8NNS7|A0A1D8NNS7_YARLL	tr|W0TAN1|W0TAN1_KLUMD
OG0000788	sp|Q08968|FMP40_YEAST	tr|A0A1D8NNJ3|A0A1D8NNJ3_YARLL	tr|W0TEP8|W0TEP8_KLUMD
OG0000789	sp|P35056|PEX5_YEAST	tr|A0A1H6PN81|A0A1H6PN81_YARLL	tr|W0T9V9|W0T9V9_KLUMD
OG0000790	sp|Q12520|HUT1_YEAST	tr|A0A1D8NJL1|A0A1D8NJL1_YARLL	tr|W0TD67|W0TD67_KLUMD
OG0000791	sp|P53961|GPI15_YEAST	tr|A0A1D8NKN0|A0A1D8NKN0_YARLL	tr|W0TFN4|W0TFN4_KLUMD
OG0000792	sp|P25343|RV161_YEAST	tr|A0A1H6PWF0|A0A1H6PWF0_YARLL	tr|W0T668|W0T668_KLUMD
OG0000793	sp|Q12152|YP150_YEAST	tr|A0A1D8NJV3|A0A1D8NJV3_YARLL	tr|W0T983|W0T983_KLUMD
OG0000794	sp|P41733|CDC91_YEAST	tr|A0A1D8NIR7|A0A1D8NIR7_YARLL	tr|W0T6C3|W0T6C3_KLUMD
OG0000795	sp|P14736|RAD4_YEAST	tr|A0A1H6QCA4|A0A1H6QCA4_YARLL	tr|W0T8U3|W0T8U3_KLUMD
OG0000796	sp|P38088|SYG_YEAST	tr|A0A1H6PTR1|A0A1H6PTR1_YARLL	tr|W0THS3|W0THS3_KLUMD
OG0000797	sp|P22579|SIN3_YEAST	tr|A0A1D8NGD3|A0A1D8NGD3_YARLL	tr|W0T734|W0T734_KLUMD
OG0000798	sp|P20049|TYR1_YEAST	tr|A0A1D8NNV8|A0A1D8NNV8_YARLL	tr|W0T6M2|W0T6M2_KLUMD
OG0000799	sp|P35192|MAC1_YEAST	tr|A0A1D8NKT7|A0A1D8NKT7_YARLL	tr|W0TBL3|W0TBL3_KLUMD
OG0000800	sp|P50082|AMA1_YEAST	tr|A0A1H6PHP6|A0A1H6PHP6_YARLL	tr|W0TGX1|W0TGX1_KLUMD
OG0000801	sp|P09798|CDC16_YEAST	tr|A0A1D8N7Y2|A0A1D8N7Y2_YARLL	tr|W0TC79|W0TC79_KLUMD
OG0000802	sp|P53261|PESC_YEAST	tr|A0A1D8N907|A0A1D8N907_YARLL	tr|W0TG56|W0TG56_KLUMD
OG0000803	sp|P53971|FAP1_YEAST	tr|A0A1H6Q3V5|A0A1H6Q3V5_YARLL	tr|W0TGG0|W0TGG0_KLUMD
OG0000804	sp|Q06506|RRP9_YEAST	tr|A0A1D8N5M8|A0A1D8N5M8_YARLL	tr|W0TGD7|W0TGD7_KLUMD
OG0000805	sp|P32570|MED22_YEAST	tr|A0A1D8NMT5|A0A1D8NMT5_YARLL	tr|W0TG67|W0TG67_KLUMD
OG0000806	sp|P38067|UGA2_YEAST	tr|A0A1D8NQ28|A0A1D8NQ28_YARLL	tr|W0TF38|W0TF38_KLUMD
OG0000807	sp|P38903|2A5D_YEAST	tr|A0A1D8NGJ8|A0A1D8NGJ8_YARLL	tr|W0T9Q7|W0T9Q7_KLUMD
OG0000808	"sp|Q04925|YDR22_YEAST, sp|Q05948|YL225_YEAST"		tr|W0T4P2|W0T4P2_KLUMD
OG0000809	sp|Q12018|CDC53_YEAST	tr|A0A1D8NEB3|A0A1D8NEB3_YARLL	tr|W0TEK3|W0TEK3_KLUMD
OG0000810	sp|Q12383|TRM13_YEAST	tr|A0A1D8NK66|A0A1D8NK66_YARLL	tr|W0TE90|W0TE90_KLUMD
OG0000811	sp|Q04336|YM54_YEAST	tr|A0A1D8N660|A0A1D8N660_YARLL	tr|W0T7M9|W0T7M9_KLUMD
OG0000812	sp|Q08202|OPI10_YEAST	tr|A0A1D8NKY0|A0A1D8NKY0_YARLL	tr|W0T5Z6|W0T5Z6_KLUMD
OG0000813	sp|P36526|RM27_YEAST	tr|A0A1D8N3I3|A0A1D8N3I3_YARLL	tr|W0TBD0|W0TBD0_KLUMD
OG0000814	sp|P35724|MNR2_YEAST	tr|A0A1D8N6K1|A0A1D8N6K1_YARLL	tr|W0TC30|W0TC30_KLUMD
OG0000815	sp|Q06833|YP091_YEAST	tr|A0A1D8NA18|A0A1D8NA18_YARLL	tr|W0TEJ0|W0TEJ0_KLUMD
OG0000816	sp|P38121|DPOA2_YEAST	tr|A0A1H6PYR8|A0A1H6PYR8_YARLL	tr|W0TJ55|W0TJ55_KLUMD
OG0000817	sp|P38227|QDR3_YEAST	tr|A0A1D8NLQ2|A0A1D8NLQ2_YARLL	tr|W0TB88|W0TB88_KLUMD
OG0000818	sp|Q12063|UPPS_YEAST	tr|A0A1D8NPC9|A0A1D8NPC9_YARLL	tr|W0TDV7|W0TDV7_KLUMD
OG0000819	sp|P25451|PSB3_YEAST	tr|A0A1D8NPJ7|A0A1D8NPJ7_YARLL	tr|W0TH06|W0TH06_KLUMD
OG0000820		tr|A0A1D8NGC2|A0A1D8NGC2_YARLL	"tr|W0TCF7|W0TCF7_KLUMD, tr|W0TI47|W0TI47_KLUMD"
OG0000821	sp|Q04370|PEX12_YEAST	tr|A0A1H6Q4N9|A0A1H6Q4N9_YARLL	tr|W0TC96|W0TC96_KLUMD
OG0000822	sp|P23833|SCO1_YEAST	tr|A0A1H6Q286|A0A1H6Q286_YARLL	tr|W0T3V4|W0T3V4_KLUMD
OG0000823	sp|P42842|EMW1_YEAST	tr|A0A1D8NCL1|A0A1D8NCL1_YARLL	tr|W0TG20|W0TG20_KLUMD
OG0000824	sp|Q12502|LDB19_YEAST	tr|A0A1D8NGH6|A0A1D8NGH6_YARLL	tr|W0TD73|W0TD73_KLUMD
OG0000825	sp|P46962|CTK2_YEAST	tr|A0A1D8NIB7|A0A1D8NIB7_YARLL	tr|W0T6A0|W0T6A0_KLUMD
OG0000826	sp|P49435|APT1_YEAST	tr|A0A1D8NDD1|A0A1D8NDD1_YARLL	tr|W0TCS1|W0TCS1_KLUMD
OG0000827	sp|Q99216|PNO1_YEAST	tr|A0A1D8NGQ0|A0A1D8NGQ0_YARLL	tr|W0T742|W0T742_KLUMD
OG0000828	sp|P38689|KPR3_YEAST	tr|A0A1H6PNH8|A0A1H6PNH8_YARLL	tr|W0TFK5|W0TFK5_KLUMD
OG0000829	sp|Q02724|ULP1_YEAST	tr|A0A1D8NJD0|A0A1D8NJD0_YARLL	tr|W0T4X2|W0T4X2_KLUMD
OG0000830	sp|Q6Q547|NOP10_YEAST	tr|A0A1D8N938|A0A1D8N938_YARLL	tr|W0TGA1|W0TGA1_KLUMD
OG0000831	sp|P06101|CDC37_YEAST	tr|A0A1D8NJ01|A0A1D8NJ01_YARLL	tr|W0TCM9|W0TCM9_KLUMD
OG0000832	sp|P39724|BOL3_YEAST	tr|A0A1D8NNN4|A0A1D8NNN4_YARLL	tr|W0TAS0|W0TAS0_KLUMD
OG0000833	sp|Q01939|PRS8_YEAST	tr|A0A1D8NEX3|A0A1D8NEX3_YARLL	tr|W0TB23|W0TB23_KLUMD
OG0000834	sp|Q12031|ACEB_YEAST	tr|A0A1D8NQR8|A0A1D8NQR8_YARLL	tr|W0TF68|W0TF68_KLUMD
OG0000835	sp|P25655|NOT1_YEAST	tr|A0A1D8NPP3|A0A1D8NPP3_YARLL	tr|W0TB56|W0TB56_KLUMD
OG0000836	sp|P47037|SMC3_YEAST	tr|A0A1D8N385|A0A1D8N385_YARLL	tr|W0T8R5|W0T8R5_KLUMD
OG0000837	sp|P53254|UTP22_YEAST	tr|A0A1H6PKI6|A0A1H6PKI6_YARLL	tr|W0TDD8|W0TDD8_KLUMD
OG0000838	sp|Q06213|MED10_YEAST	tr|A0A1D8NIM8|A0A1D8NIM8_YARLL	tr|W0TFG1|W0TFG1_KLUMD
OG0000839	sp|P33418|XPOT_YEAST	tr|A0A1D8NH44|A0A1D8NH44_YARLL	tr|W0T8H8|W0T8H8_KLUMD
OG0000840	"sp|P38814|SBE22_YEAST, sp|P42223|SBE2_YEAST"		tr|W0T406|W0T406_KLUMD
OG0000841	sp|P21801|SDHB_YEAST	tr|A0A1D8NFY4|A0A1D8NFY4_YARLL	tr|W0TKL8|W0TKL8_KLUMD
OG0000842	sp|Q04660|ERB1_YEAST	tr|A0A1H6PPL9|A0A1H6PPL9_YARLL	tr|W0TC23|W0TC23_KLUMD
OG0000843	sp|P47083|MPP10_YEAST	tr|A0A1H6PIE1|A0A1H6PIE1_YARLL	tr|W0T6T7|W0T6T7_KLUMD
OG0000844	sp|Q05933|ARPC3_YEAST	tr|A0A1D8N8N9|A0A1D8N8N9_YARLL	tr|W0TBB8|W0TBB8_KLUMD
OG0000845	sp|P14743|NMT_YEAST	tr|A0A1H6PSF7|A0A1H6PSF7_YARLL	tr|W0TBF1|W0TBF1_KLUMD
OG0000846	sp|P38707|SYNC_YEAST	tr|A0A1D8NH63|A0A1D8NH63_YARLL	tr|W0T5F9|W0T5F9_KLUMD
OG0000847	sp|Q06096|COG4_YEAST	tr|A0A1D8NCZ8|A0A1D8NCZ8_YARLL	tr|W0T5Y6|W0T5Y6_KLUMD
OG0000848	sp|P22516|CHL1_YEAST	tr|A0A1D8NCH3|A0A1D8NCH3_YARLL	tr|W0TBG7|W0TBG7_KLUMD
OG0000849	sp|P48365|GYP7_YEAST	tr|A0A1H6PVP1|A0A1H6PVP1_YARLL	tr|W0TC86|W0TC86_KLUMD
OG0000850	sp|Q03942|RKM2_YEAST	tr|A0A1D8NPC5|A0A1D8NPC5_YARLL	tr|W0TGJ3|W0TGJ3_KLUMD
OG0000851	sp|P36150|SUMT_YEAST	tr|A0A1H6PWY7|A0A1H6PWY7_YARLL	tr|W0T805|W0T805_KLUMD
OG0000852	sp|P38849|MTC6_YEAST	tr|A0A1H6PQ59|A0A1H6PQ59_YARLL	tr|W0TCK1|W0TCK1_KLUMD
OG0000853	sp|P15624|SYFB_YEAST	tr|A0A1H6PQ19|A0A1H6PQ19_YARLL	tr|W0T827|W0T827_KLUMD
OG0000854	sp|Q12306|SMT3_YEAST	tr|A0A1H6PM24|A0A1H6PM24_YARLL	tr|W0T6G9|W0T6G9_KLUMD
OG0000855	sp|P38116|ARL1_YEAST	tr|A0A1D8NQM5|A0A1D8NQM5_YARLL	tr|W0T5W8|W0T5W8_KLUMD
OG0000856	sp|P00044|CYC1_YEAST	tr|A0A1D8NDV6|A0A1D8NDV6_YARLL	tr|W0TBU7|W0TBU7_KLUMD
OG0000857	sp|P30902|ATP7_YEAST	tr|A0A1D8N6R9|A0A1D8N6R9_YARLL	tr|W0TCT8|W0TCT8_KLUMD
OG0000858	sp|P36149|BET3_YEAST	tr|A0A1D8NA95|A0A1D8NA95_YARLL	tr|W0T910|W0T910_KLUMD
