"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"	"gene_names"	"Funcition"
"OG0003195"	"YER154W"	-1.431796425	7.168462745	1.53814e-22	5.11496e-21	"Mitochondrial inner membrane protein OXA1 (Cytochrome oxidase biogenesis protein OXA1) (Oxidase assembly protein 1)"	"RPS12 YOR369C"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
"OG0002750"	"YER155C"	-0.536518531	7.865633276	8.56384e-05	0.00029304	"GTPase-activating protein BEM2/IPL2 (Bud emergence protein 2)"	"SFI1 YLL003W L1373"	"FUNCTION: Component of the spindle pole body (SPB) half-bridge involved in the initial steps of SPB duplication. {ECO:0000269|PubMed:10455233, ECO:0000269|PubMed:14504268, ECO:0000269|PubMed:16785321}."
"OG0001660"	"YHL030W"	-0.588308983	7.598298756	0.000345843	0.001033579	"Proteasome component ECM29 (Extracellular mutant protein 29)"	"SET2 EZL1 KMT3 YJL168C J0520"	"FUNCTION: Histone methyltransferase that methylates histone H3 to form H3K36me. Involved in transcription elongation as well as in transcription repression. The methyltransferase activity requires the recruitment to the RNA polymerase II, which is CTK1 dependent. {ECO:0000269|PubMed:11839797, ECO:0000269|PubMed:12629047, ECO:0000269|PubMed:12736296, ECO:0000269|PubMed:12773564, ECO:0000269|PubMed:12917322, ECO:0000269|PubMed:15798214, ECO:0000269|PubMed:16227595}."
"OG0002241"	"YHR109W"	-1.047520037	5.342205186	7.05364e-11	7.18373e-10	"Cytochrome c lysine N-methyltransferase 1 (EC 2.1.1.59)"	"CLB6 YGR109C G5970"	"FUNCTION: Involved in G1/S and or S phase progression. Interacts with CDC28."
"OG0001497"	"YDR359C"	-0.748771661	6.466365469	3.86474e-09	3.06077e-08	"Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)"	"YAH1 YPL252C"	"FUNCTION: Required for Fe-S cluster incorporation into mitochondrial and cytosolic apoproteins. May be part of a novel electron transport chain. {ECO:0000269|PubMed:10655482}."
"OG0003569"	"YPR011C"	-1.06682681	5.522023083	5.11494e-13	6.63509e-12	"Uncharacterized mitochondrial carrier YPR011C"	"PPM2 TYW4 YOL141W"	"FUNCTION: S-adenosyl-L-methionine-dependent methyltransferase that acts as a component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA. Catalyzes the final 2 independent reactions, methylation of the alpha-carboxy group of wybutosine-72 to form wybutosine-58, and methoxycarbonylation of alpha-amino group of wybutosine-58 through the fixation of CO(2) to complete wybutosine. {ECO:0000269|PubMed:16642040, ECO:0000269|PubMed:17150819, ECO:0000269|PubMed:19287006}."
"OG0001934"	"YPR010C-A"	-0.516694506	8.267538429	0.000199132	0.000630828	"UPF0495 protein YPR010C-A"	"BUR2 CST4 YLR226W"	"FUNCTION: Component of the BUR kinase complex involved in transcription regulation. This complex phosphorylates 'Ser-120' of the UBC2/RAD6 ubiquitin-conjugating enzyme (E2), leading to monoubiquitination of histone H2B, the localization of the PAF1 complex to the chromatin, and the silencing of telomeric-associated genes. Also required for histone H3 'Lys-4' trimethylation. May phosphorylate the 'Ser-5' of the RBP1 carboxy-terminal domain (CTD) repeats. Necessary for the recovery from pheromone-induced growth arrest in the cell cycle G1 phase. Also required for vegetative growth itself. The kinase activity of the complex requires the presence of BUR2. Overexpression of BUR2 interferes with mitotic chromosome segregation. {ECO:0000269|PubMed:10982824, ECO:0000269|PubMed:16040246, ECO:0000269|PubMed:8293972}."
"OG0001200"	"YKL151C"	1.299235722	7.541193897	0.012909004	0.025908401	"ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)"	"PTC5 PPP1 YOR090C YOR3157C"	"FUNCTION: Catalyzes the dephosphorylation and concomitant reactivation of the E1 alpha subunit (PDA1) of the pyruvate dehydrogenase complex. {ECO:0000269|PubMed:16643908, ECO:0000269|PubMed:18180296}."
"OG0002261"	"YFR018C"	-1.020713333	5.492849886	9.34475e-11	9.3432e-10	"Uncharacterized protein YFR018C"	"NBL1 YHR199C-A"	"FUNCTION: Component of the aurora kinase complex, also called chromosomal passenger complex (CPC), essential for chromosome segregation and metaphase chromosome alignment. Mediates the SLI15-BIR1 interaction within the CPC. {ECO:0000269|PubMed:19158380}."
"OG0003647"	"YFR021W"	0.648514349	6.419172422	2.24332e-05	8.7679e-05	"Autophagy-related protein 18 (Cytoplasm to vacuole targeting protein 18) (Needed for premeiotic replication protein 1) (Swollen vacuole phenotype protein 1)"	"YJL043W J1204"	""
"OG0002683"	"YOR018W"	1.686568987	6.85223131	1.20107e-26	6.23211e-25	"Protein ROD1 (Resistance to o-dinitrobenzene protein 1)"	"RPP2A L12EIB RPA2 RPL44 RPLA2 YOL039W"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
"OG0001240"	"YCL008C"	0.703962282	6.333307944	1.4559e-06	7.30254e-06	"Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease (ESCRT-I complex subunit VPS23) (Vacuolar protein sorting-associated protein 23)"	"FEN2 YCR028C YCR28C"	"FUNCTION: Transports pantothenate into the cell. Also involved in the catabolite repression-mediated regulation of ergosterol biosynthesis and in fenpropimorph resistance. {ECO:0000269|PubMed:10373490, ECO:0000269|PubMed:8771708}."
"OG0001193"	"YLR175W"	-0.787382194	8.823118323	0.00061692	0.00174167	"H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (Centromere-binding factor 5) (Centromere/microtubule-binding protein CBF5) (H/ACA snoRNP protein CBF5) (Small nucleolar RNP protein CBF5) (p64')"	"PTP3 YER075C"	"FUNCTION: Major phosphatase responsible for tyrosine dephosphorylation of MAP kinases FUS3 and HOG1 to inactivate their activity; it also has important roles, along with MSG5, in the inactivation of FUS3 following pheromone stimulation. {ECO:0000269|PubMed:9032256, ECO:0000269|PubMed:9211927}."
"OG0003636"	"YNL007C"	2.053176687	9.88781301	9.52212e-12	1.07329e-10	"Protein SIS1"	"YKL083W"	""
"OG0001405"	"YCL018W"	-1.137372769	9.559230945	4.29458e-05	0.000158195	"3-isopropylmalate dehydrogenase (3-IPM-DH) (IMDH) (EC 1.1.1.85) (Beta-IPM dehydrogenase)"	"YGR182C G7160"	""
"OG0003282"	"YCL016C"	0.777149173	6.262293668	3.09502e-09	2.49717e-08	"Sister chromatid cohesion protein DCC1 (Defective in sister chromatid cohesion protein 1)"	"UTP13 YLR222C"	"FUNCTION: Involved in nucleolar processing of pre-18S ribosomal RNA. {ECO:0000269|PubMed:12068309}."
"OG0002608"	"YGL186C"	-1.57888191	7.096486225	8.31051e-29	5.37925e-27	"Vitamin B6 transporter TPN1 (Transport of pyridoxine protein 1)"	""	""
"OG0003138"	"YGL187C"	-0.671365826	8.044006429	2.7568e-05	0.000105891	"Cytochrome c oxidase subunit 4, mitochondrial (EC 1.9.3.1) (Cytochrome c oxidase polypeptide IV)"	"DPB11 YJL090C J0918"	"FUNCTION: Has a role in the initiation of DNA replication. Required at S-phase checkpoint. Required for the association of PSF1 with origins. Also required for the proper activation of RAD53 in response to DNA damage and replication blocks. Multicopy suppressor of DPB2 mutation. Overexpression restores the growth defect conferred by POL2 mutation. {ECO:0000269|PubMed:10097122, ECO:0000269|PubMed:12730134, ECO:0000269|PubMed:8524850}."
"OG0000851"	"YPR179C"	0.582415137	7.00985055	1.06507e-05	4.47359e-05	"HDA1 complex subunit 3 (Histone deacetylase complex 1 subunit 3)"	""	""
"OG0002609"	"YPR176C"	-0.83710517	6.161604779	5.75702e-06	2.59367e-05	"Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Type II protein geranyl-geranyltransferase subunit beta) (PGGT) (YPT1/SEC4 proteins geranylgeranyltransferase subunit beta)"	"SNU66 YOR308C 05667"	"FUNCTION: Component of the U4/U6.U5 tri-snRNP particle, one of the building blocks of the spliceosome. Required for pre-mRNA splicing. {ECO:0000269|PubMed:11290703}."
"OG0002424"	"YGR125W"	-0.868391736	7.388324464	1.01834e-05	4.30134e-05	"Uncharacterized vacuolar membrane protein YGR125W"	"IRE1 ERN1 YHR079C"	"FUNCTION: Senses unfolded proteins in the lumen of the endoplasmic reticulum via its N-terminal domain which leads to enzyme auto-activation. The active endoribonuclease domain splices HAC1 precursor mRNA to produce the mature form which then induces transcription of UPR target genes. {ECO:0000269|PubMed:8663458, ECO:0000269|PubMed:8670804, ECO:0000269|PubMed:9323131}."
"OG0001419"	"YGR127W"	2.186656059	6.343340175	3.78428e-09	3.001e-08	"Uncharacterized protein YGR127W"	"DAN4 YJR151C J2223"	"FUNCTION: Component of the cell wall. {ECO:0000305|PubMed:16086015, ECO:0000305|PubMed:9613572}."
"OG0001378"	"YER050C"	0.525856142	7.896531795	0.003433008	0.008040184	"37S ribosomal protein RSM18, mitochondrial (Mitochondrial small ribosomal subunit protein bS18m)"	"YMR279C YM8021.05C"	""
"OG0003547"	"YER049W"	-0.590195835	8.137699752	0.014946103	0.029447002	"Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1) (uS12 prolyl 3,4-dihydroxylase)"	"NTO1 YPR031W"	"FUNCTION: Component of the NuA3 histone acetyltransferase complex, that acetylates Lys-14 of histone H3. Recruitment of NuA3 to nucleosomes requires methylated histone H3. In conjunction with the FACT complex, NuA3 may be involved in transcriptional regulation. {ECO:0000269|PubMed:17157260}."
"OG0002486"	"YIL039W"	-0.776456389	7.420585324	1.71631e-07	1.01478e-06	"Protein TED1 (Trafficking of EMP24/ERV25-dependent cargo disrupted protein 1)"	"NOP58 NOP5 YOR310C O6108"	"FUNCTION: Required for pre-18S rRNA processing. May bind microtubules. {ECO:0000269|PubMed:9372940, ECO:0000269|PubMed:9632712}."
"OG0003473"	"YER046W"	0.608717961	4.659448419	0.00097383	0.002620242	"Sporulation-specific protein 73"	"HRD3 YLR207W"	"FUNCTION: Component of the endoplasmic reticulum quality control (ERQC) system involved in ubiquitin-dependent degradation of missfolded endoplasmic reticulum proteins. Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). ERAD-L substrates are ubiquitinated through HRD1 in conjunction with the E2 ubiquitin-conjugating enzymes UBC1 and UBC7-CUE1. Ubiquitinated substrates are then removed to the cytosol via the action of the UFD1-NPL4-CDC48/p97 (UNC) AAA ATPase complex and targeted to the proteasome. ERAD-M substrates are processed by the same HRD1-HRD3 core complex, but only a subset of the other components is required for ERAD-M. Stabilizes the HRD1 ubiquitin-protein ligase. Has also a function in recruiting misfolded protein substrates. {ECO:0000269|PubMed:10218484, ECO:0000269|PubMed:10547371, ECO:0000269|PubMed:10793145, ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:16619026, ECO:0000269|PubMed:16845381, ECO:0000269|PubMed:16873065, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:8970163}."
"OG0001270"	"YER044C"	0.580425731	7.294694878	0.000947981	0.002556407	"Ergosterol biosynthetic protein 28"	"UBX6 YJL048C J1164"	"FUNCTION: Involved in CDC48-dependent protein degradation through the ubiquitin/proteasome pathway. {ECO:0000250}."
"OG0003330"	"YLR119W"	1.111939681	5.920028196	5.70023e-11	5.8549e-10	"Protein SRN2 (ESCRT-I complex subunit VPS37) (Vacuolar protein sorting-associated protein 37)"	"YML018C"	""
"OG0001535"	"YDR142C"	0.73919981	5.926392411	9.13436e-06	3.90326e-05	"Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7)"	"UBA3 YPR066W YP9499.21"	"FUNCTION: Catalytic subunit of the dimeric UBA3-ULA1 E1 enzyme. E1 activates NEDD8/RUB1 by first adenylating its C-terminal glycine residue with ATP, thereafter linking this residue to the side chain of the catalytic cysteine, yielding a NEDD8-UBA3 thioester and free AMP. E1 finally transfers NEDD8 to the catalytic cysteine of UBC12. {ECO:0000269|PubMed:9545234}."
"OG0001094"	"YGR135W"	0.599321786	8.840828868	3.66735e-05	0.00013668	"Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit Y13) (Multicatalytic endopeptidase complex subunit Y13) (Proteasome component Y13) (Proteinase YSCE subunit 13)"	"MRN1 PTR69 YPL184C"	"FUNCTION: RNA-binding protein that binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES). Probably involved in translational regulation. {ECO:0000269|PubMed:18959479}."
"OG0001711"	"YPR155C"	-0.568965687	6.183628072	0.01625272	0.03167912	"Nuclear control of ATPase protein 2"	"URA2 YJL130C J0686"	"FUNCTION: This protein is a \"fusion\" protein encoding three enzymatic activities of the pyrimidine pathway (GATase, CPSase, and ATCase)."
"OG0002979"	"YHR007C"	-0.777265391	9.605232806	1.44444e-06	7.25109e-06	"Lanosterol 14-alpha demethylase (EC 1.14.13.70) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)"	"SAS5 YOR213C"	"FUNCTION: Component of the SAS complex, a multiprotein complex that acetylates 'Lys-16' of histone H4 and 'Lys-14' of histone H3. The SAS complex is however unable to acetylate nucleosomal histones. The complex is involved in transcriptional silencing at telomeres and at HML locus. Also involved in rDNA silencing. In the complex, SAS5 is required for maximal histone acetyltransferase (HAT) activity of the complex, suggesting that it may be required to stabilize the complex or help in substrate recognition. {ECO:0000269|PubMed:10471696, ECO:0000269|PubMed:10471697, ECO:0000269|PubMed:12626510}."
"OG0003210"	"YHR011W"	-2.20889649	5.712524078	2.93234e-53	6.78837e-51	"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"	"RPS9B RPS13B SUP46 YBR189W YBR1317"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel (PubMed:22096102). uS4 is involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly (PubMed:15590835). {ECO:0000269|PubMed:15590835, ECO:0000305|PubMed:22096102}."
"OG0003188"	"YHR013C"	-0.926158067	6.343965442	1.78573e-13	2.47087e-12	"N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.255) (Arrest-defective protein 1)"	"YGR240C-A"	""
"OG0002657"	"YOR144C"	-0.672900398	6.236266618	3.82004e-07	2.127e-06	"Telomere length regulation protein ELG1 (Regulator of Ty1 transposition protein 110) (Telomere elongation suppressor ELG1)"	"STE6 YKL209C"	"FUNCTION: STE6 is required in yeast MATA cells for production of A-factor pheromone. STE6 is involved in the transport of the farnesyl-derivation of the A-factor pheromone."
