W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number	Coverage	MW
YALI1_C22857g	Q6CBS8	YALI0C15873g1_1	5.82963728	10.5203333	10.43926207	9.998292685	16.56647694	11.63880295	8.442567637	9.590436134	11.29014	12.7349516	17.96712243	highly similar to uniprot|P15646 Saccharomyces cerevisiae YDL014w NOP1 fibrillarin		50	"334,000,015,258,789"
YALI1_E40394g	Q6C3K6	YALI0E34045g1_1	12.05186048	19.4259487	11.11122763	5.478955496	9.656921102	8.061895465	8.986007835	5.69251597	6.186873752	5.17753483	12.67257153	"similar to uniprot|Q8X8M5 Escherichia coli Orf, hypothetical protein"		44	"33,5"
YALI1_C30119g	Q6CB55	YALI0C21802g1_1	2.044147648	1.776445897	1.307814324	0.782051971	2.623393088	3.579825379	3.290316507	1.619425016	2.74723578	3.682258132	3.605133382	similar to uniprot|P41811 Saccharomyces cerevisiae YGL137w SEC27 coatomer complex beta chain (beta -cop) of secretory pathway vesicles		37	"835,999,984,741,211"
YALI1_F02655g	Q6C390	YALI0F01694g1_1	0.898196518	2.184769022	0.266190455	1.540478635	1.941646988	0.982097098	1.80675133	1.025401787	2.238945168	1.617980695	1.834435053	some similarities with uniprot|P25623 Saccharomyces cerevisiae YCR030c		28	"108,400,001,525,879"
YALI1_A03837g	Q6CHY1	YALI0A03597g1_1	4.174990176	7.047182186	3.849137338	1.597271752	2.987997448	2.612225116	2.160200362	4.011047793	3.503261931	5.218952036	8.929318834	"similar to uniprot|Q03655 Saccharomyces cerevisiae YMR215W GAS3 Putative 1,3-beta-glucanosyltransferase, has similarity to Gas1p"	2.4.1.-	20	"524,000,015,258,789"
YALI1_F29078g	Q6C0T2	YALI0F21967g1_1	1.007956259	0.546908772	0.929286515	0.890032121	0.897674056	0.764804836	1.012979321	1.768185342	1.005030315	1.527999915	1.428560173	similar to uniprot|P39986 Saccharomyces cerevisiae YEL031w SPF1 P-type ATPase	3.6.3.-	17	"129,199,996,948,242"
YALI1_D30058g	Q6C829	YALI0D23265g1_1	0	0	0	0	0.020854024	0	0	0.112090449	0	0.029271213	0	similar to uniprot|Q12697 Saccharomyces cerevisiae YOR291w similarity to cation translocating ATPases	3.6.3.-	3	"162,5"
YALI1_C00550g	Q6CDH6	YALI0C00451g1_1	5.611305419	7.027126187	5.173349946	4.954820233	2.314878375	2.023757897	2.154052518	1.599872874	1.036702275	3.249219402	3.561606774	"similar to uniprot|P53388 Saccharomyces cerevisiae YPL265W DIP5 Dicarboxylic amino acid permease, mediates high-affinity and high-capacity transport of L-glutamate and L-aspartate"		16	"632,999,992,370,606"
YALI1_D05440g	Q6CAB0	YALI0D04378g1_1	12.71883028	15.92799155	8.699793107	17.98778498	10.19135101	8.508054029	7.819987751	10.77267799	6.529265528	7.364822805	13.3738925	similar to uniprot|Q05533 Saccharomyces cerevisiae YDR287w	3.1.3.25	40	32
YALI1_E21345g	Q6C5H6	YALI0E17985g1_1	3.59383736	2.31713825	5.306802059	3.173382437	3.421868618	3.69406798	2.679607079	4.102807323	4.085197858	4.041977268	3.778931981	"similar to uniprot|Q05506 Saccharomyces cerevisiae YDR341C (ohnolog of YHR091C) arginyl-tRNA synthetase, cytosolic"		28	"733,000,030,517,578"
YALI1_E20596g	Q6C5K4	YALI0E17325g1_1	2.776108489	5.009846272	7.962165885	2.451322372	6.00116186	7.005838733	6.439260129	2.546870797	3.988852993	4.018705481	1.416009842	some similarities with uniprot|P38314 Saccharomyces cerevisiae YBR214W (ohnolog of YGL056C) SDS24		37	"542,999,992,370,605"
YALI1_E34072g	Q6C490	YALI0E28787g1_1	8.600331111	6.208240354	4.570488567	4.377424582	4.415009734	6.868269671	9.096981115	4.762742004	2.141664866	2.870581013	1.754730378	similar to uniprot|P47039 Saccharomyces cerevisiae YJL060w		47	"489,000,015,258,789"
YALI1_D05633g	P45816	YALI0D04488g1_1	2.897219083	7.047182186	5.188115114	4.9689617	5.358047586	5.073771659	3.459876168	4.011047793	3.503261931	4.19402565	3.410765146	uniprot|P45816 Yarrowia lipolytica YALI0D04488g SEC14 Phosphatidylinositol / phosphatidylcholine transfer protein		47	"52,5"
YALI1_F00616g	Q6C3E2	YALI0F00462g1_1	18.04332601	14.10795026	16.63506665	7.380195619	5.981755298	6.341804038	9.981207788	3.067183388	1.859004305	4.83970632	4.738338864	similar to uniprot|O43315 Homo sapiens Aquaporin 9 (Small solute channel 1)		16	35
YALI1_F16478g	Q6C1Y6	YALI0F12331g1_1	13.34134745	16.70757962	8.535589552	15.87851509	9.548264896	8.347469439	8.884900504	8.493683104	7.418409904	13.40217607	7.563484695	weakly similar to uniprot|P40169 Saccharomyces cerevisiae YNL194C (ohnolog of YDL222C)		34	"271,000,003,814,697"
YALI1_C31408g	Q6CB11	YALI0C22748g1_1	8.062152258	5.198098717	7.432911209	7.118934391	8.972832995	9.356093576	7.143055381	4.738636347	2.584054288	1.500649569	1.090034386	"similar to uniprot|Q9WXD6 Brevibacterium linens 1, 4-butanediol diacrylate esterase"		38	"43,5"
YALI1_E34269g	Q6C482	YALI0E28963g1_1	7.042645916	2.835063955	8.357148136	4.613745684	6.705648207	8.172960782	5.25107899	5.965026264	6.089768876	5.248863533	4.268605461	similar to uniprot|P80210 Saccharomyces cerevisiae YNL220w ADE12 adenylosuccinate synthetase	6.3.4.4	44	"47,5"
YALI1_F11827g	Q6C2F2	YALI0F08415g1_1	2.45775286	4.435332426	5.664750339	4.215242092	3.154200662	3.732632831	3.55935434	4.043291324	3.531423533	3.55785263	3.899912705	similar to uniprot|Q04792 Saccharomyces cerevisiae YMR250w	4.1.1.15	27	"609,000,015,258,789"
YALI1_B12337g	Q6CF90	YALI0B09229g1_1	9.333840787	8.1114802	8.605346016	8.241843872	11.97874989	9.837014903	15.0240079	8.967322055	6.458382217	7.284868479	3.303817927	weakly similar to uniprot|Q9P6N2 Schizosaccharomyces pombe Hypothetical 26.3 kDa protein		50	"337,000,007,629,395"
YALI1_E04499g	Q6C752	YALI0E03718g1_1	7.622880401	4.422015222	5.647741775	4.202585715	4.531661865	3.721425501	4.929005285	2.248033338	1.963439484	3.547170082	3.888203113	hypothetical protein conserved in the Yarrowia clade		29	"587,000,007,629,395"
YALI1_C04067g	Q6CD80	YALI0C03003g1_1	9.809489932	12.2845788	6.27596126	8.66184525	10.59442059	8.844548941	13.69302247	13.09009522	5.454532798	7.656102737	3.472179292	"uniprot|Q6CD80 Yarrowia lipolytica YALI0C03003g SPS193 Peroxisomal 2,4-dienoyl-CoA reductase, putative"		44	"307,000,007,629,395"
YALI1_E17355g	Q6C5X5	YALI0E14322g1_1	2.238173229	0.900991519	0.663307347	1.976321938	0.92333217	1.259959077	0.859183794	0.821352459	0.717371856	1.296011416	0.587764317	"uniprot|Q6C5X5 Yarrowia lipolytica YALI0E14322g SPS192 Peroxisomal 2,4-dienoyl-CoA reductase, putative"		15	"302,999,992,370,605"
YALI1_A02833g	Q6CI24	YALI0A02354g1_1	4.147350369	5.193792212	3.823654783	2.54132729	5.32257555	5.040181623	5.789267557	4.734710495	4.135311242	5.184400858	4.566813552	similar to uniprot|Q02201 Saccharomyces cerevisiae YKR003W (ohnolog of YHR001W)		26	"549,000,015,258,789"
YALI1_A18166g	Q6CGN0	YALI0A17941g1_1	3.894684089	0.807195859	4.621622649	1.770581465	4.998311804	4.003305199	4.033470964	2.776057252	3.883378414	1.673174241	4.095273321	highly similar to uniprot|Q03195 Saccharomyces cerevisiae YDR091c RLI1 Essential iron-sulfur protein		33	"690,999,984,741,211"
YALI1_F39330g	Q6BZQ3	YALI0F31735g1_1	2.124294827	2.660287882	1.453036567	2.41431028	1.702156075	0.98610631	1.583899016	1.514157227	0.680871929	1.230070269	4.005454396	highly similar to uniprot|Q9P839 Candida albicans RNR1 ribonucleotide reductase large subunit	1.17.4.1	19	"100,800,003,051,758"
YALI1_C05386g	Q6CD37	YALI0C04092g1_1	9.850883735	12.33641691	17.64019818	12.53468166	12.64230611	8.881870914	11.76398363	9.037445117	7.89333338	11.07925711	20.11898962	similar to uniprot|Q00317 Candida boidinii PMP30B Peroxisomal membrane protein (Peroxin-11B)		33	"261,000,003,814,697"
YALI1_E16451g	Q6C609	YALI0E13486g1_1	7.414906544	5.35252904	6.836182226	3.77406332	5.485248357	3.853669372	3.542014094	8.465027719	6.548563765	4.293592383	4.706388158	highly similar to uniprot|O13473 Kluyveromyces lactis CBF5 Centromere/microtubule binding protein		40	"54,5"
YALI1_B23708g	Q6CE62	YALI0B18282g1_1	5.205159529	4.836171489	7.686143957	4.596190694	4.170792963	3.481906554	2.571820903	1.417175751	1.668340459	4.827426781	4.252363706	similar to uniprot|O14367 Schizosaccharomyces pombe Gluconate transport inducer 1		32	"537,999,992,370,605"
YALI1_C14787g	Q6CCD1	YALI0C10494g1_1	2.88760316	1.162423858	5.170895665	3.674308555	3.705856658	4.385454101	3.448392775	2.649158774	2.31378372	1.672063007	3.399444754	similar to uniprot|P14904 Saccharomyces cerevisiae YKL103C LAP4 Vacuolar aminopeptidase		31	"542,999,992,370,605"
YALI1_F27356g	Q6C0Z2	YALI0F20592g1_1	0	0.39987699	0.294388282	0	1.274824839	0.895630082	0.740648429	0.708036409	0.618401257	0.184896079	0.260860864	"similar to uniprot|P14904 Saccharomyces cerevisiae YKL103c LAP4 aminopeptidase yscI precursor, vacuolar"		8	"520,999,984,741,211"
YALI1_D27148g	Q6C897	YALI0D21530g1_1	2.596957461	2.030542855	4.650429902	4.45398908	6.473456913	3.944045327	4.469080472	2.964746321	3.731439741	2.920789667	1.324630265	uniprot|Q6C897 Yarrowia lipolytica YALI0D21530g IMD4 IMP dehydrogenase		29	"56,5"
YALI1_F14688g	Q6C243	YALI0F11033g1_1	6.512573095	13.0627007	7.728137798	4.266486824	1.993290901	1.40038948	4.004160816	4.642039086	3.343257051	6.03996277	5.320457386	similar to uniprot|P47154 Saccharomyces cerevisiae YJR117w STE24 zinc metallo-protease		26	"512,999,992,370,605"
YALI1_F38116g	Q6BZW0	YALI0F30481g1_1	10.58444646	6.140012816	6.092696976	4.329317408	2.726251389	2.465235157	4.063128246	4.710400255	4.888694617	6.128910517	10.48620408	"uniprot|Q6BZW0 Yarrowia lipolytica YALI0F30481g ERG13 3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase, putative"	2.3.3.10	28	"487,999,992,370,605"
YALI1_E17243g	Q6C5X8	YALI0E14212g1_1	44.57763233	17.94502238	41.09840306	39.36234764	29.45423781	25.09456899	27.40790868	21.05557763	22.88411684	19.15075638	46.87352921	similar to uniprot|Q7SBB3 Neurospora crassa NCU06210.1 predicted protein		60	"153,000,001,907,349"
YALI1_F04110g	Q6C338	YALI0F02893g1_1	4.226440124	8.477251855	2.006145151	8.613494027	6.981361497	7.401577685	11.6491592	11.13622675	9.726415947	5.648465655	5.530158767	"similar to uniprot|P38077 Saccharomyces cerevisiae YBR039w ATP3 F1F0-ATPase complex, F1 gamma subunit"		43	"322,000,007,629,395"
YALI1_F06830g	Q6C2X0	YALI0F04422g1_1	5.956715496	0.534900379	3.811015246	7.089523545	6.433356855	8.252765762	8.314952125	5.722808805	4.998319456	4.649092474	8.442356944	similar to uniprot|P07278 Saccharomyces cerevisiae YIL033c SRA1 cAMP dependent protein kinase regulatory subunit		46	"425,999,984,741,211"
YALI1_E06759g	Q6C6W3	YALI0E05753g1_1	3.249881485	4.069877789	1.542606494	11.49033403	8.10100592	3.77147371	7.538189646	8.56309709	7.4790363	9.376397552	10.63077723	similar to uniprot|P08524 Saccharomyces cerevisiae YJL167w ERG20 farnesyl-pyrophosphate synthetase		31	40
YALI1_D18577g	Q6C909	YALI0D15268g1_1	2.01803081	2.52721178	1.860525992	1.781934709	2.179508549	2.795892399	2.409944331	2.303830351	2.352008817	0.810902804	1.648633616	similar to uniprot|P53852 Saccharomyces cerevisiae YNL247w cysteinyl-tRNA synthetase		28	"86,5"
YALI1_D06380g	Q6CA86	YALI0D04983g1_1	13.3714907	8.62131183	12.32786233	8.759869263	5.516251985	6.207100437	2.642724488	9.530945994	5.51626043	9.965733152	8.104570198	similar to uniprot|P38626 Saccharomyces cerevisiae YIL043c CBR1 cytochrome-b5 reductase		36	"317,999,992,370,605"
YALI1_F21426g	Q6C1I6	YALI0F15939g1_1	1.93474363	2.422909931	3.850739075	2.963793315	1.384676079	1.744426555	1.603350689	1.53275241	1.338710842	1.943564911	2.742080989	weakly similar to uniprot|P32591 Saccharomyces cerevisiae YJL176c SWI3 transcription regulatory protein		17	"868,000,030,517,578"
YALI1_E06616g	Q6C6W8	YALI0E05643g1_1	6.845602985	8.572856477	9.094813093	6.044713243	5.485248357	10.39653859	6.569596603	7.815097693	9.836108373	9.909721592	8.059019146	"similar to uniprot|Q9WYD3 Thermotoga maritima TM0297 Oxidoreductase, short chain dehydrogenase/reductase"		54	"308,999,996,185,303"
YALI1_B07366g	Q6CFN6	YALI0B05368g1_1	4.397130279	2.835063955	3.007676245	4.997440421	3.52333486	2.941388568	5.25107899	2.584471329	2.737412766	4.945438219	5.753501256	"highly similar to uniprot|P28274 Saccharomyces cerevisiae YBL039C URA7 (ohnolog of YJR103W) Major CTP synthase isozyme (see also URA8), catalyzes the ATP- dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines"		41	"634,000,015,258,789"
YALI1_B19932g	Q6CEJ7	YALI0B15125g1_1	32.68687432	40.93428771	23.41353802	22.42451663	10.47667245	14.29624027	9.748807069	9.319550382	13.03695763	14.70531141	20.74700703	highly similar to uniprot|P34760 Saccharomyces cerevisiae YML028W (ohnolog of YDR453C) TSA1 thiol- specific antioxidant		57	"213,999,996,185,303"
YALI1_E20192g	Q6C5L8	YALI0E16929g1_1	4.884980741	8.245612039	7.813242415	2.993317121	6.269226552	3.056454948	4.909324619	3.870004215	4.870800386	2.828642004	1.729093876	uniprot|Q6C5L8 Yarrowia lipolytica YALI0E16929g KGD2 2-oxoglutarate dehydrogenase complex E2 component		31	"487,000,007,629,395"
YALI1_C24303g	Q6CBN5	YALI0C16973g1_1	7.962890666	12.8350893	2.359890564	2.260205405	6.380509217	5.32664581	7.055109752	6.744461176	7.939775607	3.420894543	4.826373352	similar to uniprot|Q05515 Saccharomyces cerevisiae YDR346c SVF1 Protein with a potential role in cell survival pathways		42	"439,000,015,258,789"
YALI1_C02391g	Q6CDC5	YALI0C01716g1_1	8.973125069	8.337030093	8.272783715	10.1981645	5.928905279	7.016175846	5.516995399	4.238321363	6.637965645	3.854895901	3.77415526	"similar to uniprot|P32347 Saccharomyces cerevisiae YDR047W HEM12 Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway"	4.1.1.37	38	"419,000,015,258,789"
YALI1_E37886g	Q6C3V2	YALI0E31911g1_1	15.94911948	34.65062322	25.50968845	9.772970445	6.579622571	14.38023473	16.02860053	18.20788134	18.58865061	19.93721807	22.60443019	highly similar to uniprot|P0CX43 Saccharomyces cerevisiae YPL220W (ohnolog of YGL135W) SSM1A ribosomal protein		47	"242,000,007,629,395"
YALI1_F03573g	Q6C361	YALI0F02343g1_1	13.99818163	13.00586591	12.9056408	12.36048804	9.249162616	5.221897551	5.373583529	6.611831639	5.774794834	8.105629606	11.43583769	weakly similar to uniprot|O42970 Schizosaccharomyces pombe SPBC1E8.05 Serine rich protein		25	"276,000,003,814,697"
YALI1_C20597g	Q6CBW8	YALI0C14806g1_1	3.602950698	0.746732422	4.275437537	4.094836931	1.486355141	4.181209037	3.19220917	1.322190962	2.665321476	1.074120814	2.183777973	"similar to uniprot|P87111 Schizosaccharomyces pombe Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial precursor"		34	"715,999,984,741,211"
YALI1_F06670g	Q6C2X4	YALI0F04334g1_1	4.397130279	1.770094039	5.217849875	1.248091684	4.893819217	7.700499806	4.553821799	3.134191405	7.022202188	2.546152802	1.154725757	similar to uniprot|P43609 Saccharomyces cerevisiae YFR037c RSC8 subunit of the RSC complex		39	"627,000,007,629,395"
YALI1_C05908g	Q6CD21	YALI0C04433g1_1	1.152320742	2.802899598	6.419311995	1.976321938	4.60056664	5.444240212	4.280942904	4.09244565	6.020679255	5.189314147	5.688226657	highly similar to uniprot|Q92413 Emericella nidulans Ornithine aminotransferase (Ornithine--oxo-acid aminotransferase)		38	"465,999,984,741,211"
YALI1_E22736g	Q6C5D5	YALI0E18964g1_1	4.044080082	2.6074337	11.59883938	8.241843872	10.0807112	7.082218609	9.380355173	10.65572715	9.306746068	9.376397552	7.625296704	"uniprot|Q6C5D5 Yarrowia lipolytica YALI0E18964g SLC1 Fatty acyltransferase, putative"	2.3.1.51	39	"324,000,015,258,789"
YALI1_E25905g	P78979	YALI0E21912g1_1	6.043933012	7.568912538	5.572211489	6.869069876	3.20921054	2.254635626	2.320128411	2.854761324	2.493357642	3.49973187	4.937601094	uniprot|P78979 Yarrowia lipolytica YALI0E21912g SEC61 Protein-translocation complex alpha subunit		15	"515,999,984,741,211"
YALI1_A15925g	Q6CGV1	YALI0A15972g1_1	5.357302059	9.6679434	9.593440809	4.730533566	9.907666124	9.382006184	9.219332381	4.914921812	8.9976979	3.102139073	6.3069097	"uniprot|Q6CGV1 Yarrowia lipolytica YALI0A15972g FBP1 Fructose-1,6-bisphosphatase"		42	"365,999,984,741,211"
YALI1_E09924g	Q6C6M6	YALI0E08162g1_1	3.923844706	4.913892548	2.510415682	0.772884943	1.618736208	0.789187351	1.045273813	3.769764235	4.573229159	3.941735105	4.320702517	similar to uniprot|C5M5T2 Candida tropicalis conserved hypothetical protein		26	"579,000,015,258,789"
YALI1_F34351g	Q6C083	YALI0F27005g1_1	0	0	0	0	0.116072218	0	0	0.999248615	0.872746926	0.506834281	0.229858396	similar to uniprot|C5M5T2 Candida tropicalis conserved hypothetical protein		7	"577,999,992,370,606"
YALI1_F18920g	Q6C1R7	YALI0F14047g1_1	2.797239106	3.503026605	4.130513643	3.95603483	8.285549974	4.898681146	6.488273176	7.370431862	8.676686482	8.070456115	11.38621312	similar to uniprot|P50867 Emericella nidulans Cysteine synthase		41	"399,000,015,258,789"
YALI1_F20712g	Q6C1K7	YALI0F15389g1_1	8.163422189	1.691916581	7.526277147	7.208356418	3.367724278	3.789493826	5.019161364	4.798159085	5.082100074	3.50704381	4.947917154	highly similar to uniprot|P32381 Saccharomyces cerevisiae YDL029w ARP2 actin-like protein		37	"440,999,984,741,211"
YALI1_C01789g	Q6CDE1	YALI0C01243g1_1	0.400838221	0.501976019	0.190264059	0.353942831	0.381657708	0.465171059	0.355142091	0.457606125	0.205772003	0.53570401	0.755798674	similar to uniprot|P32597 Saccharomyces cerevisiae YIL126W STH1 ATPase component of the RSC chromatin remodeling complex		9	"141,699,996,948,242"
YALI1_D30097g	Q6C828	YALI0D23287g1_1	0.246983542	0.051188771	0.525553103	0.112282401	0.163191978	0.222688237	0.294949207	0.36291508	0.040756636	0.143015512	0.103882898	similar to uniprot|P22082 Saccharomyces cerevisiae YOR290C SNF2 Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation		7	"187,199,996,948,242"
YALI1_F31405g	Q6C0K3	YALI0F23947g1_1	0	0	0	0	0.213686521	0	0.198840679	1.148565793	0.516476224	0.29993558	0	similar to uniprot|P08431 Saccharomyces cerevisiae YBR018c GAL7 UDP-glucose--hexose-1-phosphate uridylyltransferase		10	"409,000,015,258,789"
YALI1_E08382g	Q6C6R1	YALI0E07073g1_1	6.807259473	12.2845788	3.918444802	6.010855665	5.454524447	3.832084243	6.532799055	6.245148714	5.454532798	12.26236597	13.90283211	highly similar to uniprot|P43619 Saccharomyces cerevisiae YFR047c putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	2.4.2.19	29	"316,000,003,814,697"
YALI1_E17786g	Q6C5V6	YALI0E14795g1_1	3.813263475	4.775409931	5.066159789	10.47484599	3.932744195	2.762955269	2.843213751	3.49838251	4.610925297	5.520095085	6.05080963	similar to uniprot|P39966 Saccharomyces cerevisiae PTC2 YER089C (ohnolog of YBL056W) Type 2C protein phosphatase		24	"445,999,984,741,211"
YALI1_B30090g	Q6CDK7	YALI0B23188g1_1	2.309961785	1.806142945	1.329677205	2.039711714	4.993484447	3.508179907	3.975192224	2.637105462	2.793161632	5.046154698	2.719413658	"uniprot|Q6CDK7 Yarrowia lipolytica YALI0B23188g ADE2 Phosphoribosyl-5-aminoimidazole carboxylase, putative"		28	"607,000,007,629,395"
YALI1_F01897g	Q6C3B0	YALI0F01166g1_1	1.951535908	0.314245407	1.037108042	1.338832493	1.001827711	1.185547594	1.343368841	1.284218008	1.311074002	0.145301542	0.637732119	weakly similar to uniprot|M2S9F3 Bipolaris sorokiniana hypothetical protein COCSADRAFT_164759		15	"120,699,996,948,242"
YALI1_C12140g	Q6CCJ4	YALI0C08877g1_1	1.459117991	1.827276449	3.104838414	1.288410949	4.321974122	4.092667984	3.384464381	5.907682598	2.825844147	2.628405581	2.751233254	similar to uniprot|O74965 Schizosaccharomyces pombe Hypothetical 63.5 kDa protein		35	"612,000,007,629,395"
YALI1_D34865g	Q6C7P9	YALI0D26367g1_1	3.188943258	7.756770707	4.236711208	8.759869263	3.288862195	1.331874604	3.060368946	4.414924604	4.582034854	2.660945886	5.060150891	highly similar to uniprot|P04076 Saccharomyces cerevisiae YHR018c ARG4 arginosuccinate lyase		21	"519,000,015,258,789"
YALI1_E15115g	Q6C658	YALI0E12221g1_1	1.878724802	0.756293165	2.49600378	2.390569005	1.116867259	2.054216575	2.720797273	2.144795411	1.505387901	3.384271037	3.837020699	similar to uniprot|P32802 Saccharomyces cerevisiae YLR083C (ohnolog of YDR107C) EMP70 endosomal protein		14	72
