genes	logFC	logCPM	PValue	FDR	Portein_names	gene_names	Funcition
YNR030W	0.540467948	7.748424236	0.00011605	0.000387241	"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)"	YBL055C YBL0511 YBL0512	FUNCTION: Has both endo- and exonuclease activities. Incises double-stranded DNA without obvious specificity via its endonuclease activity and excises the DNA from the 3'-to 5'-end by its exonuclease activity. May have a role in apoptosis. {ECO:0000269|PubMed:15657035}.
YGR173W	0.72389511	6.903874454	0.000116063	0.000387241	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)		
YMR175W	1.923383234	2.431874355	0.000116562	0.000388691	Protein SIP18	APP1 YNL094W N2219	FUNCTION: Mg(2+)-dependent phosphatidate (PA) phosphatase which catalyzes the dephosphorylation of PA to yield diacylglycerol. May play a role in vesicular trafficking through its PAP activity at cortical actin patches. {ECO:0000269|PubMed:23071111}.
YGR070W	1.418962134	6.347669113	0.00011692	0.000389668	RHO1 GDP-GTP exchange protein 1 (Protein kinase C suppressor SKC1)	YJR141W J2166	
YNL254C	-0.687900369	5.70144607	0.000117029	0.000389816	Restriction of telomere capping protein 4	GPI14 PMH1 YJR013W J1444 YJR83.11	"FUNCTION: Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers the first alpha-1,4-mannose to GlcN-acyl-PI during GPI precursor assembly. Required for cell wall integrity. {ECO:0000269|PubMed:16134120}."
YDL117W	0.513441927	7.484495489	0.000117559	0.000391364	Cytokinesis protein 3		
YER081W	-1.075147276	8.498916349	0.000118097	0.00039294	D-3-phosphoglycerate dehydrogenase 1 (3-PGDH 1) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	SYH1 YPL105C	
YNL213C	-0.590606173	6.976882743	0.000119333	0.000396833	"Required for respiratory growth protein 9, mitochondrial"	VOA1 YGR106C	FUNCTION: Functions with VMA21 in assembly of the integral membrane sector (also called V0 complex) of the V-ATPase in the endoplasmic reticulum. {ECO:0000269|PubMed:18799613}.
YOR070C	0.497517068	6.983788416	0.000120468	0.000400386	GTPase-activating protein GYP1 (GAP for YPT1)	YDR524W-C YDR524W-A	
YNR066C	-0.704432559	5.043056896	0.000120558	0.000400463	Uncharacterized membrane glycoprotein YNR066C	JEM1 KAR8 YJL073W HRC558 J1083	FUNCTION: Acts as a DnaJ-like chaperone required for nuclear membrane fusion during mating. {ECO:0000269|PubMed:9148890}.
YNL298W	0.585481835	7.60866129	0.000121219	0.000402435	Serine/threonine-protein kinase CLA4 (EC 2.7.11.1)	ASF2 YDL197C D1219	FUNCTION: Derepression of silent mating type loci when overexpressed.
YJR071W	-1.769186107	2.809935468	0.000122193	0.000405348	Putative uncharacterized protein YJR071W	ERV25 YML012W YM9571.06	"FUNCTION: Constituent of COPII-coated endoplasmic reticulum-derived transport vesicles. Required for efficient transport of a subset of secretory proteins to the Golgi. Possesses a C-terminal dilysine motif that interacts with COPI coat subunits. Facilitates retrograde transport from the Golgi to the endoplasmic reticulum. {ECO:0000269|PubMed:11560939, ECO:0000269|PubMed:8900179}."
YOR371C	-0.490578761	6.063018318	0.000122231	0.000405348	Guanine nucleotide-binding protein subunit beta 1 (Gbeta mimic kelch protein 1)	PDR11 YIL013C	FUNCTION: Transporter involved in the uptake of sterol. {ECO:0000269|PubMed:12077145}.
YCR091W	1.834838107	6.138113827	0.000122476	0.000405938	Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2)	NEW1 YPL226W P1445	FUNCTION: May be involved in the mRNA export process (By similarity). Forms the [NU+] prion and induces [PSI+] prion formation. {ECO:0000250}.
YHL022C	-0.718219407	3.516372577	0.000123379	0.000408706	Meiosis-specific protein SPO11 (EC 5.99.1.3) (Sporulation-specific protein 11)	STE2 YFL026W	"FUNCTION: Receptor for the peptide pheromone alpha factor, the mating factor of yeast."
YNL196C	1.55603873	2.75453194	0.000123514	0.000408818	Sporulation-specific with a leucine zipper motif protein 1	YPR022C	
YNL307C	0.568228031	8.419893862	0.000123549	0.000408818	Protein kinase MCK1 (EC 2.7.12.1) (Meiosis and centromere regulatory kinase)	BCH1 YMR237W YM9959.19	"FUNCTION: Member of the CHS5-ARF1P-binding proteins (CHAPS) which mediates export of specific cargo proteins, including chitin synthase CHS3. {ECO:0000269|PubMed:16498409, ECO:0000269|PubMed:16855022, ECO:0000269|PubMed:17000877}."
YGR212W	-0.942083677	4.958546047	0.000124306	0.000411097	N-acetyltransferase SLI1 (EC 2.3.1.-) (Sphingosine-like immunosuppressant resistant protein 1)	UGA4 YDL210W D1037	"FUNCTION: Required for high-affinity, high-specificity GABA transport. Also transports putrescine. {ECO:0000269|PubMed:14985124}."
YJL109C	-1.244160237	7.652198815	0.000125083	0.00041344	U3 small nucleolar RNA-associated protein 10 (U3 snoRNA-associated protein 10) (U three protein 10) (U3 protein 10 required for transcription) (t-UTP10)	KCS1 YDR017C PZF1050	"FUNCTION: Converts inositol hexakisphosphate (InsP6) to diphosphoinositol pentakisphosphate (InsP7/PP-InsP5). Involved in phosphate regulation and polyphosphate accumulation. Required for resistance to salt stress, cell wall integrity, vacuole morphogenesis, and telomere maintenance. {ECO:0000269|PubMed:10574768, ECO:0000269|PubMed:10827188, ECO:0000269|PubMed:11956213, ECO:0000269|PubMed:15561716, ECO:0000269|PubMed:15866881, ECO:0000269|PubMed:15944147, ECO:0000269|PubMed:8601473}."
YLR047C	-0.673554179	5.805784538	0.000126688	0.000418514	Probable ferric reductase transmembrane component 8 (EC 1.16.1.7) (Ferric-chelate reductase 8)	REV1 YOR346W O6339	"FUNCTION: Deoxycytidyl transferase involved in DNA repair. Transfers a dCMP residue from dCTP to the 3'-end of a DNA primer in a template-dependent reaction. May assist in the first step in the bypass of abasic lesions by the insertion of a nucleotide opposite the lesion. Required for normal induction of mutations by physical and chemical agents. Involved in mitochondrial DNA mutagenesis. {ECO:0000269|PubMed:11316789, ECO:0000269|PubMed:16452144, ECO:0000269|PubMed:8751446}."
YKL186C	0.618005792	7.48132411	0.000127944	0.000422431	mRNA transport regulator MTR2	LSM2 SMX5 SNP3 YBL026W YBL0425	"FUNCTION: Component of LSm protein complexes, which are involved in RNA processing and may function in a chaperone-like manner. Component of the cytoplasmic LSM1-LSM7 complex which is involved in mRNA degradation by activating the decapping step. Component of the nuclear LSM2-LSM8 complex, which is involved in splicing of nuclear mRNAs. LSM2-LSM8 associates with multiple snRNP complexes containing the U6 snRNA (U4/U6 snRNP, U4/U6.U5 snRNP, and free U6 snRNP). It binds directly to the U6 snRNA and plays a role in the biogenesis and stability of the U6 snRNP and U4/U6 snRNP complexes. It probably also is involved in degradation of nuclear pre-mRNA by targeting them for decapping. LSM2 binds specifically to the 3'-terminal U-tract of U6 snRNA. LSM2-LSM8 probably is involved in processing of pre-tRNAs, pre-rRNAs and U3 snoRNA. LSM2, probably in a complex that contains LSM2-LSM7 but not LSM1 or LSM8, associates with the precursor of the RNA component of RNase P (pre-P RNA) and may be involved in maturing pre-P RNA. LSM2 is required for processing of pre-tRNAs, pre-rRNAs and U3 snoRNA. {ECO:0000269|PubMed:10747033, ECO:0000269|PubMed:12077351, ECO:0000269|PubMed:12438310, ECO:0000269|PubMed:14627812, ECO:0000269|PubMed:15485930, ECO:0000269|PubMed:24240276, ECO:0000269|PubMed:24247251, ECO:0000269|PubMed:24513854}."
YOL115W	0.690931705	7.312850881	0.000128186	0.000423001	Poly(A) RNA polymerase protein 2 (EC 2.7.7.-) (DNA polymerase kappa) (DNA polymerase sigma) (Topoisomerase 1-related protein TRF4)	NSA1 YGL111W G2990	FUNCTION: Involved in the biogenesis of the 60S ribosomal subunit. {ECO:0000269|PubMed:16544271}.
YPL089C	0.522070963	7.043432233	0.000128971	0.000425358	Transcription factor RLM1	SCC4 YER147C	"FUNCTION: Involved in sister chromatid cohesion (PubMed:10882066). Forms a complex with SCC2, which is required for the association of the cohesin complex with chromosomes (PubMed:10882066, PubMed:26038942). Binds to the nucleosome-free promoter regions of ribosomal protein genes and tRNA genes (PubMed:25173104). {ECO:0000269|PubMed:10882066, ECO:0000269|PubMed:25173104, ECO:0000269|PubMed:26038942}."
YDR320C	0.569823078	6.899110381	0.000131336	0.00043292	Auxilin-like clathrin uncoating factor SWA2 (Bud site selection protein 24) (DnaJ-related protein SWA2) (J protein SWA2) (Synthetic lethal with ARF1 protein 2)	TFC6 YDR362C	"FUNCTION: TFIIIC mediates tRNA and 5S RNA gene activation by binding to intragenic promoter elements. Upstream of the transcription start site, TFIIIC assembles the initiation complex TFIIIB-TFIIIC-tDNA, which is sufficient for RNA polymerase III recruitment and function. Part of the tauB domain of TFIIIC that binds boxB DNA promoter sites of tRNA and similar genes. Cooperates with TFC3 in DNA binding. {ECO:0000269|PubMed:2651441, ECO:0000269|PubMed:9418847}."
YER107C	0.565451103	6.19195071	0.00013189	0.000434509	Nucleoporin GLE2 (Nuclear pore protein GLE2) (poly(A) RNA export protein RAE1)	GRX4 YER174C SYGP-ORF64	"FUNCTION: Monothiol glutaredoxin involved in the biogenesis of iron-sulfur clusters (By similarity). Binds one iron-sulfur cluster per dimer. The iron-sulfur cluster is bound between subunits, and is complexed by a bound glutathione and a cysteine residue from each subunit (Probable). {ECO:0000250, ECO:0000269|PubMed:19715344, ECO:0000305}."
YNR027W	0.481051733	6.220046372	0.000131989	0.000434597	Putative pyridoxal kinase BUD17 (EC 2.7.1.35) (Bud site selection protein 17)	SRM1 MTR1 PRP20 YGL097W	"FUNCTION: Guanine nucleotide exchange factor that promotes the exchange of GSP1/GSP2-bound GDP by GTP and controls RNA metabolism and transport. Involved in yeast pheromone response pathway and in mRNA metabolism. Involved in nuclear pore complex (NPC) assembly and required for mRNA and ribosome nuclear export. Binds chromatin and is involved NPC-mediated transcriptional control. {ECO:0000269|PubMed:11071906, ECO:0000269|PubMed:11142374, ECO:0000269|PubMed:11509570, ECO:0000269|PubMed:11589573, ECO:0000269|PubMed:12654904, ECO:0000269|PubMed:1398069, ECO:0000269|PubMed:16365162, ECO:0000269|PubMed:1666302, ECO:0000269|PubMed:1865879, ECO:0000269|PubMed:2277633, ECO:0000269|PubMed:2548085, ECO:0000269|PubMed:7679070, ECO:0000269|PubMed:8070652, ECO:0000269|PubMed:9971735}."
YDR183W	0.525015137	6.037170457	0.000132709	0.000436728	Phosducin-like protein 1	GPI2 GCR4 YPL076W LPF9W	"FUNCTION: Part of the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. {ECO:0000269|PubMed:7768896}."
YOL008W	0.713388801	5.721903466	0.000133432	0.000438867	"Coenzyme Q-binding protein COQ10, mitochondrial"	POR1 OMP2 VDAC1 YNL055C N2441 YNL2441C	FUNCTION: Forms a channel through the cell membrane that allows diffusion of small hydrophilic molecules. The channel adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation-selective. Is the major permeability factor of the mitochondrial outer membrane. {ECO:0000269|PubMed:9435273}.
YIL020C	0.512352832	6.47938427	0.000134528	0.000442229	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	HUT1 MLF6 YPL244C	"FUNCTION: May be involved in specific transport of UDP-Gal from the cytosol to the Golgi lumen. Involved in the maintenance of optimal conditions for the folding of secretory pathway proteins in the endoplasmic reticulum. Overexpression confers resistance to the immunosuppressive drug, leflunomide. {ECO:0000269|PubMed:11284009, ECO:0000269|PubMed:11284010, ECO:0000269|PubMed:11391470}."
YPR167C	0.640659668	9.38877307	0.00013591	0.000446359	"Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAdoPS reductase)"	TIF11 YMR260C YM8156.02C	FUNCTION: Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits.
YAR029W	0.856546275	2.395339147	0.000135932	0.000446359	DUP240 protein YAR029W	PGU1 PGL1 PSM1 YJR153W J2235	
YDR485C	0.511681761	7.620154621	0.000138323	0.000453962	Vacuolar protein sorting-associated protein 72 (SWR complex protein 2)	NCA3 YJL116C J0748	FUNCTION: Involved in the mitochondrial expression of subunits 6 and 8 of the F0-F1 ATP synthase.
YPR009W	0.609728414	5.412010834	0.00013844	0.000454097	Sterol uptake protein 2	WRS1 YOL097C HRE432	
YOL078W	0.624479302	6.550061925	0.000144478	0.000473645	Target of rapamycin complex 2 subunit AVO1 (TORC2 subunit AVO1) (Adheres voraciously to TOR2 protein 1)	RED1 YLR263W L8479.6	FUNCTION: Probable constituent of the synaptonemal complex during meiosis. May interact with HOP1. Required for meiosis I chromosome segregation.
YNL316C	0.506944852	6.771836029	0.000144557	0.000473645	Putative prephenate dehydratase (PDT) (EC 4.2.1.51) (Phenylalanine-requiring protein 2)	GRC3 YLL035W	"FUNCTION: Polynucleotide 5'-kinase involved in rRNA processing. Required for the efficient termination by RNA polymerase I and the processing of the IST2 pre-rRNA internal transcribed spacer localized between the 5.8S and 25S rRNAs. May act by maintaining the phosphorylated status of the downstream RNT1 cleavage product, which in turn allows the torpedo activity of RAT1 to efficiently terminate Pol I transcription. In vitro, displays polynucleotide kinase activity on both single- and double-stranded RNA and on single-stranded DNA alone, but not double-stranded DNA alone. {ECO:0000269|PubMed:12837249, ECO:0000269|PubMed:20814424}."
TLC1	-1.660252637	6.929647976	0.000145144	0.000475311		MEI4 YER044C-A YER044BC	"FUNCTION: Required for meiotic induction of recombination, viable spore production and chromosome synapsis. Component of the MER2-MEI4-REC114 complex which seems to be required for meiotic double-strand break (DSB) formation. {ECO:0000269|PubMed:16783010}."
YBL031W	0.494564253	5.887813024	0.000145834	0.00047731	Mitotic spindle-associated protein SHE1 (Sensitive to high expression protein 1)	AFI1 YOR129C YOR3296C	FUNCTION: Involved in actin patch polarization. Required for maintaining a proper budding pattern in yeast cells. Required for proper polarized localization of the ADP-ribosylation factor ARF3 at the plasma membrane. {ECO:0000269|PubMed:18397879}.
YEL021W	0.7560982	6.817274183	0.000146578	0.000479487	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase)	SWI1 ADR6 GAM3 YPL016W LPA1	"FUNCTION: Involved in transcriptional activation. Component of the SWI/SNF complex, an ATP-dependent chromatin remodeling complex, which is required for the positive and negative regulation of gene expression of a large number of genes. It changes chromatin structure by altering DNA-histone contacts within a nucleosome, leading eventually to a change in nucleosome position, thus facilitating or repressing binding of gene-specific transcription factors."
YDR501W	-0.586745039	5.245939022	0.000146936	0.000480148	Protein PLM2 (Plasmid maintenance protein 2)	STH1 NPS1 YIL126W	"FUNCTION: Catalytic component of the chromatin structure-remodeling complex (RSC), which is involved in transcription regulation and nucleosome positioning. RSC is responsible for the transfer of a histone octamer from a nucleosome core particle to naked DNA. The reaction requires ATP and involves an activated RSC-nucleosome intermediate. Remodeling reaction also involves DNA translocation, DNA twist and conformational change. As a reconfigurer of centromeric and flanking nucleosomes, RSC complex is required both for proper kinetochore function in chromosome segregation and, via a PKC1-dependent signaling pathway, for organization of the cellular cytoskeleton. This subunit is the essential ATPase of the complex. It is a DNA translocase capable of nucleosome remodeling. Required for full expression of early meiotic genes. Essential for mitotic growth and repression of CHA1 expression. Also involved in G2 phase control. {ECO:0000269|PubMed:10025404, ECO:0000269|PubMed:10320476, ECO:0000269|PubMed:10329629, ECO:0000269|PubMed:12072455, ECO:0000269|PubMed:12183366, ECO:0000269|PubMed:12697820, ECO:0000269|PubMed:8980231, ECO:0000269|PubMed:9799253}."
