Orthogroup	A_s288c	B_s288c
OG0002599	P25555 GBP2_YEAST Single-strand telomeric DNA-binding protein GBP2 GN=GBP2 PE=1 SV=1	P25555 GBP2_YEAST Single-strand telomeric DNA-binding protein GBP2 GN=GBP2 PE=1 SV=1
OG0002600	P15442 GCN2_YEAST eIF-2-alpha kinase GCN2 GN=GCN2 PE=1 SV=3	P15442 GCN2_YEAST eIF-2-alpha kinase GCN2 GN=GCN2 PE=1 SV=3
OG0002601	P07261 GCR1_YEAST Glycolytic genes transcriptional activator GCR1 GN=GCR1 PE=1 SV=2	P07261 GCR1_YEAST Glycolytic genes transcriptional activator GCR1 GN=GCR1 PE=1 SV=2
OG0002602	Q01722 GCR2_YEAST Glycolytic genes transcriptional activator GCR2 GN=GCR2 PE=1 SV=1	Q01722 GCR2_YEAST Glycolytic genes transcriptional activator GCR2 GN=GCR2 PE=1 SV=1
OG0002603	P14065 GCY1_YEAST Glycerol 2-dehydrogenase _NADP_+__ GN=GCY1 PE=1 SV=1	P14065 GCY1_YEAST Glycerol 2-dehydrogenase _NADP_+__ GN=GCY1 PE=1 SV=1
OG0002604	Q04839 GFD1_YEAST mRNA transport factor GFD1 GN=GFD1 PE=1 SV=1	Q04839 GFD1_YEAST mRNA transport factor GFD1 GN=GFD1 PE=1 SV=1
OG0002605	P37020 GEF1_YEAST Anion/proton exchange transporter GEF1 GN=GEF1 PE=1 SV=2	P37020 GEF1_YEAST Anion/proton exchange transporter GEF1 GN=GEF1 PE=1 SV=2
OG0002606	P38817 GGA2_YEAST ADP-ribosylation factor-binding protein GGA2 GN=GGA2 PE=1 SV=1	P38817 GGA2_YEAST ADP-ribosylation factor-binding protein GGA2 GN=GGA2 PE=1 SV=1
OG0002607	P25569 GID7_YEAST Glucose-induced degradation protein 7 GN=GID7 PE=1 SV=2	P25569 GID7_YEAST Glucose-induced degradation protein 7 GN=GID7 PE=1 SV=2
OG0002608	P39958 GDI1_YEAST Rab GDP-dissociation inhibitor GN=GDI1 PE=1 SV=1	P39958 GDI1_YEAST Rab GDP-dissociation inhibitor GN=GDI1 PE=1 SV=1
OG0002609	P38988 GGC1_YEAST Mitochondrial GTP/GDP carrier protein 1 GN=GGC1 PE=1 SV=1	P38988 GGC1_YEAST Mitochondrial GTP/GDP carrier protein 1 GN=GGC1 PE=1 SV=1
OG0002610	P53849 GIS2_YEAST Zinc finger protein GIS2 GN=GIS2 PE=1 SV=1	P53849 GIS2_YEAST Zinc finger protein GIS2 GN=GIS2 PE=1 SV=1
OG0002611	Q12418 GIS3_YEAST Protein GIS3 GN=GIS3 PE=1 SV=1	Q12418 GIS3_YEAST Protein GIS3 GN=GIS3 PE=1 SV=1
OG0002612	P18494 GLN3_YEAST Nitrogen regulatory protein GLN3 GN=GLN3 PE=1 SV=2	P18494 GLN3_YEAST Nitrogen regulatory protein GLN3 GN=GLN3 PE=1 SV=2
OG0002613	Q12438 GLRX6_YEAST Monothiol glutaredoxin-6 GN=GRX6 PE=1 SV=1	Q12438 GLRX6_YEAST Monothiol glutaredoxin-6 GN=GRX6 PE=1 SV=1
OG0002614	P38138 GLU2A_YEAST Glucosidase 2 subunit alpha GN=ROT2 PE=1 SV=1	P38138 GLU2A_YEAST Glucosidase 2 subunit alpha GN=ROT2 PE=1 SV=1
OG0002615	Q04924 GLU2B_YEAST Glucosidase 2 subunit beta GN=GTB1 PE=1 SV=1	Q04924 GLU2B_YEAST Glucosidase 2 subunit beta GN=GTB1 PE=1 SV=1
OG0002616	P39722 GEM1_YEAST Mitochondrial Rho GTPase 1 GN=GEM1 PE=1 SV=1	P39722 GEM1_YEAST Mitochondrial Rho GTPase 1 GN=GEM1 PE=1 SV=1
OG0002617	P40208 GID8_YEAST Glucose-induced degradation protein 8 GN=GID8 PE=1 SV=1	P40208 GID8_YEAST Glucose-induced degradation protein 8 GN=GID8 PE=1 SV=1
OG0002618	Q04458 HFD1_YEAST Fatty aldehyde dehydrogenase HFD1 GN=HFD1 PE=1 SV=1	Q04458 HFD1_YEAST Fatty aldehyde dehydrogenase HFD1 GN=HFD1 PE=1 SV=1
OG0002619	P38682 GLO3_YEAST ADP-ribosylation factor GTPase-activating protein GLO3 GN=GLO3 PE=1 SV=1	P38682 GLO3_YEAST ADP-ribosylation factor GTPase-activating protein GLO3 GN=GLO3 PE=1 SV=1
OG0002620	P17695 GLRX2_YEAST Glutaredoxin-2_ mitochondrial GN=GRX2 PE=1 SV=3	P17695 GLRX2_YEAST Glutaredoxin-2_ mitochondrial GN=GRX2 PE=1 SV=3
OG0002621	P39726 GCSH_YEAST Glycine cleavage system H protein_ mitochondrial GN=GCV3 PE=1 SV=3	P39726 GCSH_YEAST Glycine cleavage system H protein_ mitochondrial GN=GCV3 PE=1 SV=3
OG0002622	Q06625 GDE_YEAST Glycogen debranching enzyme GN=GDB1 PE=1 SV=1	Q06625 GDE_YEAST Glycogen debranching enzyme GN=GDB1 PE=1 SV=1
OG0002623	P38301 GDT1_YEAST GCR1-dependent translation factor 1 GN=GDT1 PE=1 SV=1	P38301 GDT1_YEAST GCR1-dependent translation factor 1 GN=GDT1 PE=1 SV=1
OG0002624	P25346 GIT1_YEAST Glycerophosphoinositol transporter 1 GN=GIT1 PE=1 SV=1	P25346 GIT1_YEAST Glycerophosphoinositol transporter 1 GN=GIT1 PE=1 SV=1
OG0002625	Q12125 GET4_YEAST Golgi to ER traffic protein 4 GN=GET4 PE=1 SV=1	Q12125 GET4_YEAST Golgi to ER traffic protein 4 GN=GET4 PE=1 SV=1
OG0002626	P39732 GIP4_YEAST GLC7-interacting protein 4 GN=GIP4 PE=1 SV=2	P39732 GIP4_YEAST GLC7-interacting protein 4 GN=GIP4 PE=1 SV=2
OG0002627	P49095 GCSP_YEAST Glycine dehydrogenase _decarboxylating__ mitochondrial GN=GCV2 PE=1 SV=1	P49095 GCSP_YEAST Glycine dehydrogenase _decarboxylating__ mitochondrial GN=GCV2 PE=1 SV=1
OG0002628	P25370 GFD2_YEAST Good for full DBP5 activity protein 2 GN=GFD2 PE=4 SV=1	P25370 GFD2_YEAST Good for full DBP5 activity protein 2 GN=GFD2 PE=4 SV=1
OG0002629	P41818 GLC8_YEAST Protein GLC8 GN=GLC8 PE=1 SV=1	P41818 GLC8_YEAST Protein GLC8 GN=GLC8 PE=1 SV=1
OG0002630	Q12434 GDIR_YEAST Rho GDP-dissociation inhibitor GN=RDI1 PE=1 SV=1	Q12434 GDIR_YEAST Rho GDP-dissociation inhibitor GN=RDI1 PE=1 SV=1
OG0002631	P40056 GET2_YEAST Golgi to ER traffic protein 2 GN=GET2 PE=1 SV=2	P40056 GET2_YEAST Golgi to ER traffic protein 2 GN=GET2 PE=1 SV=2
OG0002632	Q12060 HFI1_YEAST Transcriptional coactivator HFI1/ADA1 GN=HFI1 PE=1 SV=1	Q12060 HFI1_YEAST Transcriptional coactivator HFI1/ADA1 GN=HFI1 PE=1 SV=1
OG0002633	P32288 GLNA_YEAST Glutamine synthetase GN=GLN1 PE=1 SV=4	P32288 GLNA_YEAST Glutamine synthetase GN=GLN1 PE=1 SV=4
OG0002634	Q02979 GDE1_YEAST Glycerophosphocholine phosphodiesterase GDE1 GN=GDE1 PE=1 SV=1	Q02979 GDE1_YEAST Glycerophosphocholine phosphodiesterase GDE1 GN=GDE1 PE=1 SV=1
OG0002635	P53192 GET1_YEAST Golgi to ER traffic protein 1 GN=GET1 PE=1 SV=1	P53192 GET1_YEAST Golgi to ER traffic protein 1 GN=GET1 PE=1 SV=1
OG0002636	P53171 GEP7_YEAST Genetic interactor of prohibitin 7_ mitochondrial GN=GEP7 PE=1 SV=1	P53171 GEP7_YEAST Genetic interactor of prohibitin 7_ mitochondrial GN=GEP7 PE=1 SV=1
OG0002637	Q12154 GET3_YEAST ATPase GET3 GN=GET3 PE=1 SV=1	Q12154 GET3_YEAST ATPase GET3 GN=GET3 PE=1 SV=1
OG0002638	P32874 HFA1_YEAST Acetyl-CoA carboxylase_ mitochondrial GN=HFA1 PE=1 SV=2	P32874 HFA1_YEAST Acetyl-CoA carboxylase_ mitochondrial GN=HFA1 PE=1 SV=2
OG0002639	Q12263 GIN4_YEAST Serine/threonine-protein kinase GIN4 GN=GIN4 PE=1 SV=1	Q12263 GIN4_YEAST Serine/threonine-protein kinase GIN4 GN=GIN4 PE=1 SV=1
OG0002640	P38229 GIP1_YEAST GLC7-interacting protein 1 GN=GIP1 PE=1 SV=2	P38229 GIP1_YEAST GLC7-interacting protein 1 GN=GIP1 PE=1 SV=2
OG0002641	P36143 GLG1_YEAST Glycogenin-1 GN=GLG1 PE=1 SV=4	P36143 GLG1_YEAST Glycogenin-1 GN=GLG1 PE=1 SV=4
OG0002642	P47011 GLG2_YEAST Glycogenin-2 GN=GLG2 PE=1 SV=1	P47011 GLG2_YEAST Glycogenin-2 GN=GLG2 PE=1 SV=1
OG0002643	P32775 GLGB_YEAST 1_4-alpha-glucan-branching enzyme GN=GLC3 PE=1 SV=2	P32775 GLGB_YEAST 1_4-alpha-glucan-branching enzyme GN=GLC3 PE=1 SV=2
OG0002644	P25574 EMC1_YEAST ER membrane protein complex subunit 1 GN=EMC1 PE=1 SV=1	P25574 EMC1_YEAST ER membrane protein complex subunit 1 GN=EMC1 PE=1 SV=1
OG0002645	Q12396 EMP46_YEAST Protein EMP46 GN=EMP46 PE=1 SV=1	Q12396 EMP46_YEAST Protein EMP46 GN=EMP46 PE=1 SV=1
OG0002646	Q03071 ELOC_YEAST Elongin-C GN=ELC1 PE=1 SV=1	Q03071 ELOC_YEAST Elongin-C GN=ELC1 PE=1 SV=1
OG0002647	Q12431 EMC6_YEAST ER membrane protein complex subunit 6 GN=EMC6 PE=1 SV=1	Q12431 EMC6_YEAST ER membrane protein complex subunit 6 GN=EMC6 PE=1 SV=1
OG0002648	P53861 ELOA1_YEAST Elongin-A GN=ELA1 PE=1 SV=1	P53861 ELOA1_YEAST Elongin-A GN=ELA1 PE=1 SV=1
OG0002649	P32803 EMP24_YEAST Endosomal protein P24B GN=EMP24 PE=1 SV=1	P32803 EMP24_YEAST Endosomal protein P24B GN=EMP24 PE=1 SV=1
OG0002650	P32352 ERG2_YEAST C-8 sterol isomerase GN=ERG2 PE=1 SV=1	P32352 ERG2_YEAST C-8 sterol isomerase GN=ERG2 PE=1 SV=1
OG0002651	Q08822 ETFD_YEAST Probable electron transfer flavoprotein-ubiquinone oxidoreductase_ mitochondrial GN=CIR2 PE=1 SV=1	Q08822 ETFD_YEAST Probable electron transfer flavoprotein-ubiquinone oxidoreductase_ mitochondrial GN=CIR2 PE=1 SV=1
OG0002652	P38748 ETP1_YEAST RING finger protein ETP1 GN=ETP1 PE=1 SV=1	P38748 ETP1_YEAST RING finger protein ETP1 GN=ETP1 PE=1 SV=1
OG0002653	P12385 ERF1_YEAST Eukaryotic peptide chain release factor subunit 1 GN=SUP45 PE=1 SV=2	P12385 ERF1_YEAST Eukaryotic peptide chain release factor subunit 1 GN=SUP45 PE=1 SV=2
OG0002654	P27882 ERV1_YEAST Mitochondrial FAD-linked sulfhydryl oxidase ERV1 GN=ERV1 PE=1 SV=2	P27882 ERV1_YEAST Mitochondrial FAD-linked sulfhydryl oxidase ERV1 GN=ERV1 PE=1 SV=2
OG0002655	Q12284 ERV2_YEAST FAD-linked sulfhydryl oxidase ERV2 GN=ERV2 PE=1 SV=1	Q12284 ERV2_YEAST FAD-linked sulfhydryl oxidase ERV2 GN=ERV2 PE=1 SV=1
OG0002656	P38819 ERP5_YEAST Protein ERP5 GN=ERP5 PE=1 SV=1	P38819 ERP5_YEAST Protein ERP5 GN=ERP5 PE=1 SV=1
OG0002657	Q03018 ESP1_YEAST Separin GN=ESP1 PE=1 SV=2	Q03018 ESP1_YEAST Separin GN=ESP1 PE=1 SV=2
OG0002658	Q12480 ETFA_YEAST Probable electron transfer flavoprotein subunit alpha_ mitochondrial GN=AIM45 PE=1 SV=1	Q12480 ETFA_YEAST Probable electron transfer flavoprotein subunit alpha_ mitochondrial GN=AIM45 PE=1 SV=1
OG0002659	P38913 FAD1_YEAST FAD synthase GN=FAD1 PE=1 SV=1	P38913 FAD1_YEAST FAD synthase GN=FAD1 PE=1 SV=1
OG0002660	P25087 ERG6_YEAST Sterol 24-C-methyltransferase GN=ERG6 PE=1 SV=4	P25087 ERG6_YEAST Sterol 24-C-methyltransferase GN=ERG6 PE=1 SV=4
OG0002661	P38604 ERG7_YEAST Lanosterol synthase GN=ERG7 PE=1 SV=6	P38604 ERG7_YEAST Lanosterol synthase GN=ERG7 PE=1 SV=6
OG0002662	P43613 ERJ5_YEAST ER-localized J domain-containing protein 5 GN=ERJ5 PE=1 SV=1	P43613 ERJ5_YEAST ER-localized J domain-containing protein 5 GN=ERJ5 PE=1 SV=1
OG0002663	Q12361 GPR1_YEAST G protein-coupled receptor GPR1 GN=GPR1 PE=1 SV=1	Q12361 GPR1_YEAST G protein-coupled receptor GPR1 GN=GPR1 PE=1 SV=1
OG0002664	P17261 ERS1_YEAST Cystine transporter GN=ERS1 PE=3 SV=1	P17261 ERS1_YEAST Cystine transporter GN=ERS1 PE=3 SV=1
OG0002665	P38071 ETR1_YEAST Enoyl-[acyl-carrier-protein] reductase_ mitochondrial GN=ETR1 PE=1 SV=3	P38071 ETR1_YEAST Enoyl-[acyl-carrier-protein] reductase_ mitochondrial GN=ETR1 PE=1 SV=3
OG0002666	P09201 F16P_YEAST Fructose-1_6-bisphosphatase GN=FBP1 PE=1 SV=2	P09201 F16P_YEAST Fructose-1_6-bisphosphatase GN=FBP1 PE=1 SV=2
OG0002667	Q05785 ENT2_YEAST Epsin-2 GN=ENT2 PE=1 SV=1	Q05785 ENT2_YEAST Epsin-2 GN=ENT2 PE=1 SV=1
OG0002668	Q06551 ERFB_YEAST Palmitoyltransferase ERF2 GN=ERF2 PE=1 SV=1	Q06551 ERFB_YEAST Palmitoyltransferase ERF2 GN=ERF2 PE=1 SV=1
OG0002669	P53173 ERV14_YEAST ER-derived vesicles protein ERV14 GN=ERV14 PE=1 SV=3	P53173 ERV14_YEAST ER-derived vesicles protein ERV14 GN=ERV14 PE=1 SV=3
OG0002670	P38312 ERV15_YEAST ER-derived vesicles protein ERV15 GN=ERV15 PE=1 SV=1	P38312 ERV15_YEAST ER-derived vesicles protein ERV15 GN=ERV15 PE=1 SV=1
OG0002671	P22696 ESS1_YEAST Peptidyl-prolyl cis-trans isomerase ESS1 GN=ESS1 PE=1 SV=3	P22696 ESS1_YEAST Peptidyl-prolyl cis-trans isomerase ESS1 GN=ESS1 PE=1 SV=3
OG0002672	Q04410 GRH1_YEAST GRASP65 homolog protein 1 GN=GRH1 PE=1 SV=1	Q04410 GRH1_YEAST GRASP65 homolog protein 1 GN=GRH1 PE=1 SV=1
OG0002673	P54781 ERG5_YEAST Cytochrome P450 61 GN=ERG5 PE=1 SV=1	P54781 ERG5_YEAST Cytochrome P450 61 GN=ERG5 PE=1 SV=1
OG0002674	P32476 ERG1_YEAST Squalene monooxygenase GN=ERG1 PE=1 SV=2	P32476 ERG1_YEAST Squalene monooxygenase GN=ERG1 PE=1 SV=2
OG0002675	P24521 ERG8_YEAST Phosphomevalonate kinase GN=ERG8 PE=1 SV=2	P24521 ERG8_YEAST Phosphomevalonate kinase GN=ERG8 PE=1 SV=2
OG0002676	P38767 ERC1_YEAST Ethionine resistance-conferring protein 1 GN=ERC1 PE=1 SV=1	P38767 ERC1_YEAST Ethionine resistance-conferring protein 1 GN=ERC1 PE=1 SV=1
OG0002677	P38289 EXO5_YEAST Exonuclease V_ mitochondrial GN=EXO5 PE=1 SV=1	P38289 EXO5_YEAST Exonuclease V_ mitochondrial GN=EXO5 PE=1 SV=1
OG0002678	P19658 EXO70_YEAST Exocyst complex component EXO70 GN=EXO70 PE=1 SV=1	P19658 EXO70_YEAST Exocyst complex component EXO70 GN=EXO70 PE=1 SV=1
OG0002679	P35731 FABG_YEAST 3-oxoacyl-[acyl-carrier-protein] reductase GN=OAR1 PE=1 SV=1	P35731 FABG_YEAST 3-oxoacyl-[acyl-carrier-protein] reductase GN=OAR1 PE=1 SV=1
OG0002680	Q04660 ERB1_YEAST Ribosome biogenesis protein ERB1 GN=ERB1 PE=1 SV=1	Q04660 ERB1_YEAST Ribosome biogenesis protein ERB1 GN=ERB1 PE=1 SV=1
OG0002681	P62651 ERI1_YEAST Phosphatidylinositol N-acetylglucosaminyltransferase ERI1 subunit GN=ERI1 PE=1 SV=1	P62651 ERI1_YEAST Phosphatidylinositol N-acetylglucosaminyltransferase ERI1 subunit GN=ERI1 PE=1 SV=1
OG0002682	P40030 ERG28_YEAST Ergosterol biosynthetic protein 28 GN=ERG28 PE=1 SV=1	P40030 ERG28_YEAST Ergosterol biosynthetic protein 28 GN=ERG28 PE=1 SV=1
OG0002683	Q03661 ESC1_YEAST Silent chromatin protein ESC1 GN=ESC1 PE=1 SV=1	Q03661 ESC1_YEAST Silent chromatin protein ESC1 GN=ESC1 PE=1 SV=1
OG0002684	Q06344 ESF1_YEAST Pre-rRNA-processing protein ESF1 GN=ESF1 PE=1 SV=1	Q06344 ESF1_YEAST Pre-rRNA-processing protein ESF1 GN=ESF1 PE=1 SV=1
OG0002685	P52911 EXG2_YEAST Glucan 1_3-beta-glucosidase 2 GN=EXG2 PE=1 SV=1	P52911 EXG2_YEAST Glucan 1_3-beta-glucosidase 2 GN=EXG2 PE=1 SV=1
OG0002686	P38261 EXO84_YEAST Exocyst complex component EXO84 GN=EXO84 PE=1 SV=1	P38261 EXO84_YEAST Exocyst complex component EXO84 GN=EXO84 PE=1 SV=1
OG0002687	P39875 EXO1_YEAST Exodeoxyribonuclease 1 GN=EXO1 PE=1 SV=2	P39875 EXO1_YEAST Exodeoxyribonuclease 1 GN=EXO1 PE=1 SV=2
OG0002688	P32497 EIF3C_YEAST Eukaryotic translation initiation factor 3 subunit C GN=NIP1 PE=1 SV=2	P32497 EIF3C_YEAST Eukaryotic translation initiation factor 3 subunit C GN=NIP1 PE=1 SV=2
OG0002689	P42835 EGT2_YEAST Protein EGT2 GN=EGT2 PE=2 SV=2	P42835 EGT2_YEAST Protein EGT2 GN=EGT2 PE=2 SV=2
OG0002690	P32462 ERG24_YEAST Delta_14_-sterol reductase GN=ERG24 PE=1 SV=1	P32462 ERG24_YEAST Delta_14_-sterol reductase GN=ERG24 PE=1 SV=1
OG0002691	P39704 ERP2_YEAST Protein ERP2 GN=ERP2 PE=1 SV=1	P39704 ERP2_YEAST Protein ERP2 GN=ERP2 PE=1 SV=1
OG0002692	P53918 ESBP6_YEAST Uncharacterized transporter ESBP6 GN=ESBP6 PE=1 SV=1	P53918 ESBP6_YEAST Uncharacterized transporter ESBP6 GN=ESBP6 PE=1 SV=1
OG0002693	P53198 ERP6_YEAST Protein ERP6 GN=ERP6 PE=1 SV=1	P53198 ERP6_YEAST Protein ERP6 GN=ERP6 PE=1 SV=1
OG0002694	Q06340 ESC2_YEAST Protein ESC2 GN=ESC2 PE=1 SV=1	Q06340 ESC2_YEAST Protein ESC2 GN=ESC2 PE=1 SV=1
OG0002695	P40456 ESL1_YEAST EST/SMG-like protein 1 GN=ESL1 PE=1 SV=1	P40456 ESL1_YEAST EST/SMG-like protein 1 GN=ESL1 PE=1 SV=1
OG0002696	Q03096 EST3_YEAST Telomere replication protein EST3 GN=EST3 PE=1 SV=2	Q03096 EST3_YEAST Telomere replication protein EST3 GN=EST3 PE=1 SV=2
OG0002697	P43592 FAR7_YEAST Factor arrest protein 7 GN=FAR7 PE=1 SV=1	P43592 FAR7_YEAST Factor arrest protein 7 GN=FAR7 PE=1 SV=1
OG0002698	Q05040 FAR8_YEAST Factor arrest protein 8 GN=FAR8 PE=1 SV=1	Q05040 FAR8_YEAST Factor arrest protein 8 GN=FAR8 PE=1 SV=1
OG0002699	P36039 EMC3_YEAST ER membrane protein complex subunit 3 GN=EMC3 PE=1 SV=3	P36039 EMC3_YEAST ER membrane protein complex subunit 3 GN=EMC3 PE=1 SV=3
OG0002700	P39540 ELO1_YEAST Elongation of fatty acids protein 1 GN=ELO1 PE=1 SV=1	P39540 ELO1_YEAST Elongation of fatty acids protein 1 GN=ELO1 PE=1 SV=1
OG0002701	Q04409 EMI2_YEAST Putative glucokinase-2 GN=EMI2 PE=1 SV=1	Q04409 EMI2_YEAST Putative glucokinase-2 GN=EMI2 PE=1 SV=1
OG0002702	Q12518 ENT1_YEAST Epsin-1 GN=ENT1 PE=1 SV=1	Q12518 ENT1_YEAST Epsin-1 GN=ENT1 PE=1 SV=1
OG0002703	P53938 EOS1_YEAST N-glycosylation protein EOS1 GN=EOS1 PE=1 SV=1	P53938 EOS1_YEAST N-glycosylation protein EOS1 GN=EOS1 PE=1 SV=1
OG0002704	Q05359 ERP1_YEAST Protein ERP1 GN=ERP1 PE=1 SV=1	Q05359 ERP1_YEAST Protein ERP1 GN=ERP1 PE=1 SV=1
OG0002705	P25340 ERG4_YEAST Delta_24_24_1___-sterol reductase GN=ERG4 PE=1 SV=2	P25340 ERG4_YEAST Delta_24_24_1___-sterol reductase GN=ERG4 PE=1 SV=2
OG0002706	P16151 ERD1_YEAST Protein ERD1 GN=ERD1 PE=1 SV=3	P16151 ERD1_YEAST Protein ERD1 GN=ERD1 PE=1 SV=3
OG0002707	P18414 ERD2_YEAST ER lumen protein-retaining receptor GN=ERD2 PE=3 SV=1	P18414 ERD2_YEAST ER lumen protein-retaining receptor GN=ERD2 PE=3 SV=1
OG0002708	P38140 ERT1_YEAST Transcription activator of gluconeogenesis ERT1 GN=ERT1 PE=1 SV=1	P38140 ERT1_YEAST Transcription activator of gluconeogenesis ERT1 GN=ERT1 PE=1 SV=1
OG0002709	Q03103 ERO1_YEAST Endoplasmic oxidoreductin-1 GN=ERO1 PE=1 SV=1	Q03103 ERO1_YEAST Endoplasmic oxidoreductin-1 GN=ERO1 PE=1 SV=1
OG0002710	P05453 ERF3_YEAST Eukaryotic peptide chain release factor GTP-binding subunit GN=SUP35 PE=1 SV=1	P05453 ERF3_YEAST Eukaryotic peptide chain release factor GTP-binding subunit GN=SUP35 PE=1 SV=1
OG0002711	Q12450 ERP4_YEAST Protein ERP4 GN=ERP4 PE=1 SV=1	Q12450 ERP4_YEAST Protein ERP4 GN=ERP4 PE=1 SV=1
OG0002712	Q08119 ESC8_YEAST Protein ESC8 GN=ESC8 PE=1 SV=1	Q08119 ESC8_YEAST Protein ESC8 GN=ESC8 PE=1 SV=1
OG0002713	P23776 EXG1_YEAST Glucan 1_3-beta-glucosidase I/II GN=EXG1 PE=1 SV=1	P23776 EXG1_YEAST Glucan 1_3-beta-glucosidase I/II GN=EXG1 PE=1 SV=1
OG0002714	P53839 GOR1_YEAST Glyoxylate reductase 1 GN=GOR1 PE=1 SV=1	P53839 GOR1_YEAST Glyoxylate reductase 1 GN=GOR1 PE=1 SV=1
OG0002715	P40557 EPS1_YEAST ER-retained PMA1-suppressing protein 1 GN=EPS1 PE=1 SV=1	P40557 EPS1_YEAST ER-retained PMA1-suppressing protein 1 GN=EPS1 PE=1 SV=1
OG0002716	P41912 ERFD_YEAST Ras modification protein ERF4 GN=SHR5 PE=1 SV=1	P41912 ERFD_YEAST Ras modification protein ERF4 GN=SHR5 PE=1 SV=1
OG0002717	P53337 ERV29_YEAST ER-derived vesicles protein ERV29 GN=ERV29 PE=1 SV=1	P53337 ERV29_YEAST ER-derived vesicles protein ERV29 GN=ERV29 PE=1 SV=1
OG0002718	P36168 ESL2_YEAST EST/SMG-like protein 2 GN=ESL2 PE=1 SV=1	P36168 ESL2_YEAST EST/SMG-like protein 2 GN=ESL2 PE=1 SV=1
OG0002719	Q08650 DGAT2_YEAST Diacylglycerol O-acyltransferase 1 GN=DGA1 PE=1 SV=1	Q08650 DGAT2_YEAST Diacylglycerol O-acyltransferase 1 GN=DGA1 PE=1 SV=1
OG0002720	Q12086 DIN7_YEAST DNA damage-inducible protein DIN7 GN=DIN7 PE=2 SV=1	Q12086 DIN7_YEAST DNA damage-inducible protein DIN7 GN=DIN7 PE=2 SV=1
OG0002721	Q03063 DIG1_YEAST Down-regulator of invasive growth 1 GN=DIG1 PE=1 SV=1	Q03063 DIG1_YEAST Down-regulator of invasive growth 1 GN=DIG1 PE=1 SV=1
OG0002722	P53970 EFM6_YEAST Protein-lysine N-methyltransferase EFM6 GN=EFM6 PE=1 SV=1	P53970 EFM6_YEAST Protein-lysine N-methyltransferase EFM6 GN=EFM6 PE=1 SV=1
OG0002723	P12754 EI2BD_YEAST Translation initiation factor eIF-2B subunit delta GN=GCD2 PE=1 SV=1	P12754 EI2BD_YEAST Translation initiation factor eIF-2B subunit delta GN=GCD2 PE=1 SV=1
OG0002724	Q04651 ERV41_YEAST ER-derived vesicles protein ERV41 GN=ERV41 PE=1 SV=1	Q04651 ERV41_YEAST ER-derived vesicles protein ERV41 GN=ERV41 PE=1 SV=1
OG0002725	P39727 ERV46_YEAST ER-derived vesicles protein ERV46 GN=ERV46 PE=1 SV=2	P39727 ERV46_YEAST ER-derived vesicles protein ERV46 GN=ERV46 PE=1 SV=2
OG0002726	Q08649 ESA1_YEAST Histone acetyltransferase ESA1 GN=ESA1 PE=1 SV=1	Q08649 ESA1_YEAST Histone acetyltransferase ESA1 GN=ESA1 PE=1 SV=1
OG0002727	P53743 ESF2_YEAST Pre-rRNA-processing protein ESF2 GN=ESF2 PE=1 SV=1	P53743 ESF2_YEAST Pre-rRNA-processing protein ESF2 GN=ESF2 PE=1 SV=1
OG0002728	P17214 EST1_YEAST Telomere elongation protein EST1 GN=EST1 PE=1 SV=2	P17214 EST1_YEAST Telomere elongation protein EST1 GN=EST1 PE=1 SV=2
OG0002729	P39715 ECM1_YEAST Shuttling pre-60S factor ECM1 GN=ECM1 PE=1 SV=2	P39715 ECM1_YEAST Shuttling pre-60S factor ECM1 GN=ECM1 PE=1 SV=2
OG0002730	P40217 EIF3I_YEAST Eukaryotic translation initiation factor 3 subunit I GN=TIF34 PE=1 SV=1	P40217 EIF3I_YEAST Eukaryotic translation initiation factor 3 subunit I GN=TIF34 PE=1 SV=1
OG0002731	P36053 ELF1_YEAST Transcription elongation factor 1 GN=ELF1 PE=1 SV=1	P36053 ELF1_YEAST Transcription elongation factor 1 GN=ELF1 PE=1 SV=1
OG0002732	Q05050 EIS1_YEAST Eisosome protein 1 GN=EIS1 PE=1 SV=1	Q05050 EIS1_YEAST Eisosome protein 1 GN=EIS1 PE=1 SV=1
OG0002733	P40540 EMC5_YEAST ER membrane protein complex subunit 5 GN=EMC5 PE=1 SV=1	P40540 EMC5_YEAST ER membrane protein complex subunit 5 GN=EMC5 PE=1 SV=1
OG0002734	P53080 EDC1_YEAST Enhancer of mRNA-decapping protein 1 GN=EDC1 PE=1 SV=1	P53080 EDC1_YEAST Enhancer of mRNA-decapping protein 1 GN=EDC1 PE=1 SV=1
OG0002735	Q06673 ECM30_YEAST Protein ECM30 GN=ECM30 PE=1 SV=1	Q06673 ECM30_YEAST Protein ECM30 GN=ECM30 PE=1 SV=1
OG0002736	P38728 ECM34_YEAST Protein ECM34 GN=ECM34 PE=3 SV=1	P38728 ECM34_YEAST Protein ECM34 GN=ECM34 PE=3 SV=1
OG0002737	Q99252 ECM3_YEAST Protein ECM3 GN=ECM3 PE=1 SV=1	Q99252 ECM3_YEAST Protein ECM3 GN=ECM3 PE=1 SV=1
OG0002738	Q05874 EFM7_YEAST Protein N-terminal and lysine N-methyltransferase EFM7 GN=NNT1 PE=1 SV=1	Q05874 EFM7_YEAST Protein N-terminal and lysine N-methyltransferase EFM7 GN=NNT1 PE=1 SV=1
