Sequence Name,Annotation GO Term
KMXK0H01630,fungal-type cell wall organization
KMXK0F00420,fungal-type cell wall organization or biogenesis
KMXK0E03200,furaldehyde metabolic process
KMXK0G03470,furaldehyde metabolic process
KMXK0C01210,G-protein coupled receptor signaling pathway
KMXK0E01790,G-quadruplex DNA unwinding
KMXK0E03710,G-quadruplex DNA unwinding
KMXK0B01300,G1 DNA damage checkpoint
KMXK0D06180,G1 DNA damage checkpoint
KMXK0A01790,G1/S transition of mitotic cell cycle
KMXK0A06940,G1/S transition of mitotic cell cycle
KMXK0A07530,G1/S transition of mitotic cell cycle
KMXK0B01150,G1/S transition of mitotic cell cycle
KMXK0B01160,G1/S transition of mitotic cell cycle
KMXK0B05450,G1/S transition of mitotic cell cycle
KMXK0B05720,G1/S transition of mitotic cell cycle
KMXK0B07220,G1/S transition of mitotic cell cycle
KMXK0B07880,G1/S transition of mitotic cell cycle
KMXK0C01600,G1/S transition of mitotic cell cycle
KMXK0C06950,G1/S transition of mitotic cell cycle
KMXK0C07270,G1/S transition of mitotic cell cycle
KMXK0D00850,G1/S transition of mitotic cell cycle
KMXK0D02340,G1/S transition of mitotic cell cycle
KMXK0F00650,G1/S transition of mitotic cell cycle
KMXK0F00700,G1/S transition of mitotic cell cycle
KMXK0F04580,G1/S transition of mitotic cell cycle
KMXK0F04710,G1/S transition of mitotic cell cycle
KMXK0G04040,G1/S transition of mitotic cell cycle
KMXK0H01590,G1/S transition of mitotic cell cycle
KMXK0A07530,G2/M transition of mitotic cell cycle
KMXK0B02280,G2/M transition of mitotic cell cycle
KMXK0B07220,G2/M transition of mitotic cell cycle
KMXK0B07880,G2/M transition of mitotic cell cycle
KMXK0C06190,G2/M transition of mitotic cell cycle
KMXK0D00430,G2/M transition of mitotic cell cycle
KMXK0D03380,G2/M transition of mitotic cell cycle
KMXK0E04560,G2/M transition of mitotic cell cycle
KMXK0F00540,G2/M transition of mitotic cell cycle
KMXK0F00700,G2/M transition of mitotic cell cycle
KMXK0F01160,G2/M transition of mitotic cell cycle
KMXK0F04710,G2/M transition of mitotic cell cycle
KMXK0H02130,G2/M transition of mitotic cell cycle
KMXK0H02410,G2/M transition of mitotic cell cycle
KMXK0E04560,G2/MI transition of meiotic cell cycle
KMXK0A01570,galactose catabolic process
KMXK0C01060,galactose catabolic process
KMXK0B03460,galactose catabolic process via UDP-galactose
KMXK0B03470,galactose catabolic process via UDP-galactose
KMXK0B03480,galactose catabolic process via UDP-galactose
KMXK0A04100,galactose metabolic process
KMXK0E03650,galactose metabolic process
KMXK0F00620,galactose metabolic process
KMXK0E03650,galactose transmembrane transport
KMXK0C01370,gamma-aminobutyric acid catabolic process
KMXK0D02230,gamma-aminobutyric acid catabolic process
KMXK0F04460,gamma-aminobutyric acid catabolic process
KMXK0F03530,gamma-aminobutyric acid transport
KMXK0H03800,gamma-aminobutyric acid transport
KMXK0E03890,GDP-mannose biosynthetic process
KMXK0H00330,GDP-mannose biosynthetic process
KMXK0H00790,GDP-mannose biosynthetic process
KMXK0C06860,GDP-mannose transmembrane transport
KMXK0A07370,gene conversion
KMXK0D03000,gene conversion at mating-type locus, DNA double-strand break processing
KMXK0E03350,gene conversion at mating-type locus, DNA double-strand break processing
KMXK0F04800,gene conversion at mating-type locus, DNA double-strand break processing
KMXK0A06960,gene conversion at mating-type locus, DNA repair synthesis
KMXK0C05640,gene conversion at mating-type locus, DNA repair synthesis
KMXK0G02420,gene conversion at mating-type locus, DNA repair synthesis
KMXK0B00540,gene expression
KMXK0B02050,gene expression
KMXK0H01820,gene expression
KMXK0H04020,gene expression
KMXK0C04240,gene silencing
KMXK0B05130,gene silencing by RNA
KMXK0G01410,gene silencing by RNA
KMXK0B05130,gene silencing involved in chronological cell aging
KMXK0G01410,gene silencing involved in chronological cell aging
KMXK0A04750,generation of catalytic spliceosome for first transesterification step
KMXK0D00510,generation of catalytic spliceosome for first transesterification step
KMXK0E02200,generation of catalytic spliceosome for first transesterification step
KMXK0E03740,generation of catalytic spliceosome for first transesterification step
KMXK0A05360,generation of catalytic spliceosome for second transesterification step
KMXK0C02780,generation of catalytic spliceosome for second transesterification step
KMXK0D00550,generation of catalytic spliceosome for second transesterification step
KMXK0D04510,generation of catalytic spliceosome for second transesterification step
KMXK0G04040,generation of catalytic spliceosome for second transesterification step
KMXK0H03150,generation of catalytic spliceosome for second transesterification step
KMXK0A04730,geranyl diphosphate biosynthetic process
KMXK0C05660,global genome nucleotide-excision repair
KMXK0D06180,global genome nucleotide-excision repair
KMXK0E00900,global genome nucleotide-excision repair
KMXK0F01740,global genome nucleotide-excision repair
KMXK0F04390,global genome nucleotide-excision repair
KMXK0G01270,global genome nucleotide-excision repair
KMXK0A00760,gluconeogenesis
KMXK0A03010,gluconeogenesis
KMXK0A03750,gluconeogenesis
KMXK0A06050,gluconeogenesis
KMXK0B01110,gluconeogenesis
KMXK0B02560,gluconeogenesis
KMXK0B03110,gluconeogenesis
KMXK0B06220,gluconeogenesis
KMXK0C07260,gluconeogenesis
KMXK0D01490,gluconeogenesis
KMXK0D04110,gluconeogenesis
KMXK0D04130,gluconeogenesis
KMXK0F01110,gluconeogenesis
KMXK0G00680,gluconeogenesis
KMXK0C01060,glucose 1-phosphate metabolic process
KMXK0G00610,glucose 1-phosphate metabolic process
KMXK0A08010,glucose 6-phosphate metabolic process
KMXK0C01060,glucose 6-phosphate metabolic process
KMXK0A08010,glucose import
KMXK0F01580,glucose import
KMXK0C01210,glucose mediated signaling pathway
KMXK0F01380,glucose mediated signaling pathway
KMXK0A08010,glucose metabolic process
KMXK0B05720,glucose metabolic process
KMXK0B07160,glucose metabolic process
KMXK0C01060,glucose metabolic process
KMXK0C03950,glucose metabolic process
KMXK0D02420,glucose metabolic process
KMXK0D03370,glucose metabolic process
KMXK0E02610,glucose metabolic process
KMXK0F01580,glucose metabolic process
KMXK0C02370,glucose transmembrane transport
KMXK0C07370,glucose transmembrane transport
KMXK0E03680,glucose transmembrane transport
KMXK0E03690,glucose transmembrane transport
KMXK0F00570,glucose transmembrane transport
KMXK0F01910,glucose transmembrane transport
KMXK0A08190,glucosylceramide biosynthetic process
KMXK0B05900,glutamate biosynthetic process
KMXK0C01510,glutamate biosynthetic process
KMXK0C02250,glutamate biosynthetic process
KMXK0C04210,glutamate biosynthetic process
KMXK0D04930,glutamate biosynthetic process
KMXK0E00250,glutamate biosynthetic process
KMXK0E05170,glutamate biosynthetic process
KMXK0G01480,glutamate biosynthetic process
KMXK0C05530,glutamate catabolic process
KMXK0B07490,glutamate catabolic process to 2-oxoglutarate
KMXK0F04460,glutamate decarboxylation to succinate
KMXK0H01220,glutamine biosynthetic process
KMXK0F02890,glutamine catabolic process
KMXK0F05420,glutamine catabolic process
KMXK0A03360,glutamine metabolic process
KMXK0A05460,glutamine metabolic process
KMXK0B01680,glutamine metabolic process
KMXK0B04280,glutamine metabolic process
KMXK0B07420,glutamine metabolic process
KMXK0C00310,glutamine metabolic process
KMXK0C07320,glutamine metabolic process
KMXK0E02870,glutamine metabolic process
KMXK0H00840,glutamine metabolic process
KMXK0H02790,glutamine metabolic process
KMXK0D02190,glutaminyl-tRNA aminoacylation
KMXK0A03480,glutaminyl-tRNAGln biosynthesis via transamidation
KMXK0E04450,glutaminyl-tRNAGln biosynthesis via transamidation
KMXK0G03790,glutaminyl-tRNAGln biosynthesis via transamidation
KMXK0C07160,glutamyl-tRNA aminoacylation
KMXK0B03850,glutathione biosynthetic process
KMXK0C01570,glutathione biosynthetic process
KMXK0C02440,glutathione biosynthetic process
KMXK0A06280,glutathione catabolic process
KMXK0B07420,glutathione catabolic process
KMXK0C03720,glutathione catabolic process
KMXK0E00930,glutathione catabolic process
KMXK0A00540,glutathione metabolic process
KMXK0B01410,glutathione metabolic process
KMXK0D00210,glutathione metabolic process
KMXK0D00320,glutathione metabolic process
KMXK0E00120,glutathione metabolic process
KMXK0F01010,glutathione metabolic process
KMXK0G01170,glutathione metabolic process
KMXK0D06600,glutathione transmembrane transport
KMXK0H01830,glycerol biosynthetic process
KMXK0F02110,glycerol catabolic process
KMXK0G04160,glycerol catabolic process
KMXK0A02250,glycerol ether metabolic process
KMXK0A08030,glycerol ether metabolic process
KMXK0B02590,glycerol ether metabolic process
KMXK0F04980,glycerol ether metabolic process
KMXK0A06760,glycerol metabolic process
KMXK0C07290,glycerol metabolic process
KMXK0D05640,glycerol metabolic process
KMXK0E00280,glycerol metabolic process
KMXK0F02270,glycerol metabolic process
KMXK0F02110,glycerol transport
KMXK0F03890,glycerol transport
KMXK0G04150,glycerol transport
KMXK0A06760,glycerol-3-phosphate catabolic process
KMXK0C07290,glycerol-3-phosphate metabolic process
KMXK0G04160,glycerol-3-phosphate metabolic process
KMXK0F00980,glycerol-3-phosphate transmembrane transport
KMXK0D02070,glycerophospholipid biosynthetic process
KMXK0E04960,glycerophospholipid biosynthetic process
KMXK0F01120,glycerophospholipid biosynthetic process
KMXK0E00280,glycerophospholipid catabolic process
KMXK0C05050,glycine betaine transport
KMXK0H03050,glycine betaine transport
KMXK0A00590,glycine biosynthetic process
KMXK0B07920,glycine biosynthetic process
KMXK0C02740,glycine biosynthetic process
KMXK0B03190,glycine biosynthetic process, by transamination of glyoxylate
KMXK0E02340,glycine catabolic process
KMXK0F01480,glycine catabolic process
KMXK0C05890,glycine decarboxylation via glycine cleavage system
KMXK0E03370,glycine decarboxylation via glycine cleavage system
KMXK0B03200,glycine metabolic process
KMXK0E00560,glycine metabolic process
KMXK0A02900,glycogen biosynthetic process
KMXK0A05150,glycogen biosynthetic process
KMXK0C01060,glycogen biosynthetic process
KMXK0C03640,glycogen biosynthetic process
KMXK0D04950,glycogen biosynthetic process
KMXK0F02550,glycogen biosynthetic process
KMXK0B02720,glycogen catabolic process
KMXK0D04950,glycogen catabolic process
KMXK0G01500,glycogen catabolic process
KMXK0B01430,glycogen metabolic process
KMXK0B07200,glycogen metabolic process
KMXK0C01430,glycogen metabolic process
KMXK0G01940,glycogen metabolic process
KMXK0G03540,glycogen metabolic process
KMXK0H01960,glycogen metabolic process
KMXK0H04400,glycogen metabolic process
KMXK0B00480,glycolipid translocation
KMXK0C05500,glycolipid transport
KMXK0A01450,glycolytic fermentation to ethanol
KMXK0F05000,glycolytic fermentation to ethanol
KMXK0A00760,glycolytic process
KMXK0A03010,glycolytic process
KMXK0A03750,glycolytic process
KMXK0A05230,glycolytic process
KMXK0A06730,glycolytic process
KMXK0A08010,glycolytic process
KMXK0B01110,glycolytic process
KMXK0B01850,glycolytic process
KMXK0B02930,glycolytic process
KMXK0B03110,glycolytic process
KMXK0D01490,glycolytic process
KMXK0D02420,glycolytic process
KMXK0D04110,glycolytic process
KMXK0F01020,glycolytic process
KMXK0F01580,glycolytic process
KMXK0F03550,glycolytic process
KMXK0G00680,glycolytic process
KMXK0C03530,glycosphingolipid biosynthetic process
KMXK0G01310,glycosylceramide biosynthetic process
KMXK0A07560,glyoxylate catabolic process
KMXK0B04960,glyoxylate cycle
KMXK0C01510,glyoxylate cycle
KMXK0D04930,glyoxylate cycle
KMXK0F03310,glyoxylate cycle
KMXK0H01780,glyoxylate cycle
KMXK0A05460,GMP biosynthetic process
KMXK0E01890,GMP biosynthetic process
KMXK0D06000,GMP metabolic process
KMXK0A05690,GMP salvage
KMXK0B00930,Golgi inheritance
KMXK0E01220,Golgi inheritance
KMXK0G02590,Golgi inheritance
KMXK0G02590,Golgi localization
KMXK0A08020,Golgi organization
KMXK0A00850,Golgi to endosome transport
KMXK0A02300,Golgi to endosome transport
KMXK0A03500,Golgi to endosome transport
KMXK0A04430,Golgi to endosome transport
KMXK0B04620,Golgi to endosome transport
KMXK0B06810,Golgi to endosome transport
KMXK0C00870,Golgi to endosome transport
KMXK0C02280,Golgi to endosome transport
KMXK0D01090,Golgi to endosome transport
KMXK0D04710,Golgi to endosome transport
KMXK0E03590,Golgi to endosome transport
KMXK0E05040,Golgi to endosome transport
KMXK0E05280,Golgi to endosome transport
KMXK0F02280,Golgi to endosome transport
KMXK0G02220,Golgi to endosome transport
KMXK0A00220,Golgi to plasma membrane protein transport
KMXK0A05060,Golgi to plasma membrane protein transport
KMXK0A07400,Golgi to plasma membrane protein transport
KMXK0C02280,Golgi to plasma membrane protein transport
KMXK0C03120,Golgi to plasma membrane protein transport
KMXK0C05480,Golgi to plasma membrane protein transport
KMXK0E02250,Golgi to plasma membrane protein transport
KMXK0E05840,Golgi to plasma membrane protein transport
KMXK0G04220,Golgi to plasma membrane protein transport
KMXK0H00760,Golgi to plasma membrane protein transport
KMXK0H03720,Golgi to plasma membrane protein transport
KMXK0A02450,Golgi to plasma membrane transport
KMXK0B00760,Golgi to plasma membrane transport
KMXK0B00900,Golgi to plasma membrane transport
KMXK0B00930,Golgi to plasma membrane transport
KMXK0B04760,Golgi to plasma membrane transport
KMXK0C00820,Golgi to plasma membrane transport
KMXK0C01300,Golgi to plasma membrane transport
KMXK0C01590,Golgi to plasma membrane transport
KMXK0C01730,Golgi to plasma membrane transport
KMXK0E03790,Golgi to plasma membrane transport
KMXK0E05260,Golgi to plasma membrane transport
KMXK0E05540,Golgi to plasma membrane transport
KMXK0F00590,Golgi to plasma membrane transport
KMXK0F02850,Golgi to plasma membrane transport
KMXK0H01280,Golgi to plasma membrane transport
KMXK0H01660,Golgi to plasma membrane transport
KMXK0H02190,Golgi to plasma membrane transport
KMXK0A01510,Golgi to vacuole transport
KMXK0A03130,Golgi to vacuole transport
KMXK0A03590,Golgi to vacuole transport
KMXK0A06890,Golgi to vacuole transport
KMXK0A07540,Golgi to vacuole transport
KMXK0B04620,Golgi to vacuole transport
KMXK0B07140,Golgi to vacuole transport
KMXK0C01220,Golgi to vacuole transport
KMXK0C02080,Golgi to vacuole transport
KMXK0C03300,Golgi to vacuole transport
KMXK0D03120,Golgi to vacuole transport
KMXK0E02250,Golgi to vacuole transport
KMXK0E03590,Golgi to vacuole transport
KMXK0E04090,Golgi to vacuole transport
KMXK0F00210,Golgi to vacuole transport
KMXK0F02000,Golgi to vacuole transport
KMXK0F02280,Golgi to vacuole transport
KMXK0G00490,Golgi to vacuole transport
KMXK0H01350,Golgi to vacuole transport
KMXK0E02250,Golgi vesicle budding
KMXK0H00510,Golgi vesicle budding
KMXK0C05480,Golgi vesicle docking
KMXK0H00510,Golgi vesicle docking
KMXK0H00720,Golgi vesicle docking
KMXK0F02280,Golgi vesicle fusion to target membrane
KMXK0A05480,Golgi vesicle transport
KMXK0B05710,Golgi vesicle transport
KMXK0A00780,GPI anchor biosynthetic process
KMXK0A02910,GPI anchor biosynthetic process
KMXK0A05730,GPI anchor biosynthetic process
KMXK0A07590,GPI anchor biosynthetic process
KMXK0A08170,GPI anchor biosynthetic process
KMXK0B07030,GPI anchor biosynthetic process
KMXK0C01670,GPI anchor biosynthetic process
KMXK0C02980,GPI anchor biosynthetic process
KMXK0C04340,GPI anchor biosynthetic process
KMXK0C04590,GPI anchor biosynthetic process
KMXK0D04940,GPI anchor biosynthetic process
KMXK0D06260,GPI anchor biosynthetic process
KMXK0E00790,GPI anchor biosynthetic process
