W29 Uniprot	Annotation GO ID	Annotation GO Term	Annotation GO Category
A0A1D8NBY3	GO:0000422	autophagy of mitochondrion	Biological Process
A0A1D8NBY3	GO:0006501	C-terminal protein lipidation	Biological Process
A0A1D8NBY3	GO:0006995	cellular response to nitrogen starvation	Biological Process
A0A1D8NBY3	GO:0015031	protein transport	Biological Process
A0A1D8NBY3	GO:0019778	Atg12 activating enzyme activity	Molecular Function
A0A1D8NBY3	GO:0019779	Atg8 activating enzyme activity	Molecular Function
A0A1D8NBY3	GO:0034727	piecemeal microautophagy of the nucleus	Biological Process
A0A1D8NBY3	GO:0044805	late nucleophagy	Biological Process
A0A1D8NQR6	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N4D0	GO:0004806	triglyceride lipase activity	Molecular Function
A0A1D8N4D0	GO:0006629	lipid metabolic process	Biological Process
A0A1D8NIC0	GO:0000139	Golgi membrane	Cellular Component
A0A1D8NIC0	GO:0001558	regulation of cell growth	Biological Process
A0A1D8NIC0	GO:0010008	endosome membrane	Cellular Component
A0A1D8NIC0	GO:0030295	protein kinase activator activity	Molecular Function
A0A1D8NIC0	GO:0030950	establishment or maintenance of actin cytoskeleton polarity	Biological Process
A0A1D8NIC0	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	Cellular Component
A0A1D8NIC0	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NIC0	GO:0031930	mitochondria-nucleus signaling pathway	Biological Process
A0A1D8NIC0	GO:0031931	TORC1 complex	Cellular Component
A0A1D8NIC0	GO:0031932	TORC2 complex	Cellular Component
A0A1D8NIC0	GO:0032008	positive regulation of TOR signaling	Biological Process
A0A1D8NIC0	GO:0032147	activation of protein kinase activity	Biological Process
A0A1D8NIC0	GO:0032956	regulation of actin cytoskeleton organization	Biological Process
A0A1D8NIC0	GO:0034399	nuclear periphery	Cellular Component
A0A1D8NMM9	GO:0003684	damaged DNA binding	Molecular Function
A0A1D8NMM9	GO:0005634	nucleus	Cellular Component
A0A1D8NMM9	GO:0016779	nucleotidyltransferase activity	Molecular Function
A0A1D8NMM9	GO:0042276	error-prone translesion synthesis	Biological Process
A0A1D8NBE8	GO:0005887	integral component of plasma membrane	Cellular Component
A0A1D8NBE8	GO:0015204	urea transmembrane transporter activity	Molecular Function
A0A1D8NBE8	GO:0015293	symporter activity	Molecular Function
A0A1D8NBE8	GO:0015489	putrescine transmembrane transporter activity	Molecular Function
A0A1D8NBE8	GO:0015606	spermidine transmembrane transporter activity	Molecular Function
A0A1D8NBE8	GO:0015847	putrescine transport	Biological Process
A0A1D8NBE8	GO:0071918	urea transmembrane transport	Biological Process
A0A1D8NBE8	GO:1903711	spermidine transmembrane transport	Biological Process
A0A1D8NF19	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NF19	GO:0055085	transmembrane transport	Biological Process
A0A1D8NB23	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NBD9	GO:0004417	hydroxyethylthiazole kinase activity	Molecular Function
A0A1D8NBD9	GO:0004789	thiamine-phosphate diphosphorylase activity	Molecular Function
A0A1D8NBD9	GO:0005829	cytosol	Cellular Component
A0A1D8NBD9	GO:0009228	thiamine biosynthetic process	Biological Process
A0A1D8NBD9	GO:0016310	phosphorylation	Biological Process
A0A1D8NI49	GO:0000076	DNA replication checkpoint	Biological Process
A0A1D8NI49	GO:0003677	DNA binding	Molecular Function
A0A1D8NI49	GO:0006281	DNA repair	Biological Process
A0A1D8NI49	GO:0031298	replication fork protection complex	Cellular Component
A0A1D8NI49	GO:0033262	regulation of nuclear cell cycle DNA replication	Biological Process
A0A1D8NI49	GO:0043111	replication fork arrest	Biological Process
A0A1D8NI49	GO:0048478	replication fork protection	Biological Process
A0A1D8NI49	GO:0051321	meiotic cell cycle	Biological Process
A0A1H6PWJ9			
A0A1H6PSJ1	GO:0006888	ER to Golgi vesicle-mediated transport	Biological Process
A0A1H6PSJ1	GO:0034622	cellular protein-containing complex assembly	Biological Process
A0A1H6PSJ1	GO:1990070	TRAPPI protein complex	Cellular Component
A0A1H6PSJ1	GO:1990071	TRAPPII protein complex	Cellular Component
A0A1H6PSJ1	GO:1990072	TRAPPIII protein complex	Cellular Component
A0A1H6PIM7	GO:0000213	tRNA-intron endonuclease activity	Molecular Function
A0A1H6PIM7	GO:0000214	tRNA-intron endonuclease complex	Cellular Component
A0A1H6PIM7	GO:0000379	tRNA-type intron splice site recognition and cleavage	Biological Process
A0A1H6PIM7	GO:0003676	nucleic acid binding	Molecular Function
A0A1H6PIM7	GO:0016829	lyase activity	Molecular Function
A0A1H6PIM7	GO:0035690	cellular response to drug	Biological Process
A0A1H6PIM7	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	Biological Process
A0A1D8N6B9	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
A0A1D8N6B9	GO:0016567	protein ubiquitination	Biological Process
A0A1D8N6B9	GO:0031461	cullin-RING ubiquitin ligase complex	Cellular Component
A0A1D8N6B9	GO:0031625	ubiquitin protein ligase binding	Molecular Function
A0A1D8N6B9	GO:0061630	ubiquitin protein ligase activity	Molecular Function
A0A1D8NLX3	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PX52	GO:0005774	vacuolar membrane	Cellular Component
A0A1H6PX52	GO:0015140	malate transmembrane transporter activity	Molecular Function
A0A1H6PX52	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PX52	GO:0071423	malate transmembrane transport	Biological Process
A0A1D8N6B4			
A0A1D8NF37	GO:0005737	cytoplasm	Cellular Component
A0A1D8NC74	GO:0005643	nuclear pore	Cellular Component
A0A1D8NC74	GO:0006606	protein import into nucleus	Biological Process
A0A1D8NC74	GO:0016020	membrane	Cellular Component
A0A1D8NC74	GO:0016973	poly(A)+ mRNA export from nucleus	Biological Process
A0A1D8NC74	GO:0017056	structural constituent of nuclear pore	Molecular Function
A0A1D8NC74	GO:0051292	nuclear pore complex assembly	Biological Process
A0A1D8NK11	GO:0005622	intracellular	Cellular Component
A0A1H6PKS6	GO:0000118	histone deacetylase complex	Cellular Component
A0A1H6PKS6	GO:0003712	transcription coregulator activity	Molecular Function
A0A1H6PKS6	GO:0004407	histone deacetylase activity	Molecular Function
A0A1H6PKS6	GO:0016575	histone deacetylation	Biological Process
A0A1H6PKS6	GO:0031936	negative regulation of chromatin silencing	Biological Process
A0A1H6PKS6	GO:0045944	positive regulation of transcription by RNA polymerase II	Biological Process
A0A1D8NEH5			
A0A1D8NFN2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NFN2	GO:0055085	transmembrane transport	Biological Process
A0A1D8NN14			
A0A1D8NJY1	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	Molecular Function
A0A1D8NJY1	GO:0005618	cell wall	Cellular Component
A0A1D8NJY1	GO:0005975	carbohydrate metabolic process	Biological Process
A0A1D8NJY1	GO:0071555	cell wall organization	Biological Process
A0A1D8NQ53	GO:0000324	fungal-type vacuole	Cellular Component
A0A1D8NQ53	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
A0A1D8NQ53	GO:0005576	extracellular region	Cellular Component
A0A1D8NQ53	GO:0006624	vacuolar protein processing	Biological Process
A0A1D8NQ53	GO:0009267	cellular response to starvation	Biological Process
A0A1D8NQ53	GO:0009277	fungal-type cell wall	Cellular Component
A0A1D8NQ53	GO:0016236	macroautophagy	Biological Process
A0A1D8NQ53	GO:0016237	lysosomal microautophagy	Biological Process
A0A1D8NQ53	GO:0031362	anchored component of external side of plasma membrane	Cellular Component
A0A1D8NQ53	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NQ53	GO:0032258	protein localization by the Cvt pathway	Biological Process
A0A1D8NQ53	GO:0032991	protein-containing complex	Cellular Component
A0A1D8NQ53	GO:0051603	proteolysis involved in cellular protein catabolic process	Biological Process
A0A1D8NQ53	GO:0070492	oligosaccharide binding	Molecular Function
A0A1D8NQ53	GO:0097718	disordered domain specific binding	Molecular Function
A0A1D8NHJ9	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N9R8	GO:0006979	response to oxidative stress	Biological Process
A0A1D8N9R8	GO:0030091	protein repair	Biological Process
A0A1D8N9R8	GO:0033743	peptide-methionine (R)-S-oxide reductase activity	Molecular Function
A0A1D8N9R8	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8NNE0	GO:0047429	nucleoside-triphosphate diphosphatase activity	Molecular Function
A0A1D8N8X4	GO:0015031	protein transport	Biological Process
A0A1D8NAR2			
A0A1D8NEL8	GO:0003723	RNA binding	Molecular Function
A0A1D8NEL8	GO:0004521	endoribonuclease activity	Molecular Function
A0A1D8NEL8	GO:0005829	cytosol	Cellular Component
A0A1D8NEL8	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	Cellular Component
A0A1D8NEL8	GO:0006378	mRNA polyadenylation	Biological Process
A0A1D8NEL8	GO:0042493	response to drug	Biological Process
A0A1D8NEL8	GO:0046872	metal ion binding	Molecular Function
A0A1D8NEL8	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	Biological Process
A0A1D8NEL8	GO:0098789	pre-mRNA cleavage required for polyadenylation	Biological Process
A0A1D8NIT1	GO:0000150	recombinase activity	Molecular Function
A0A1D8NIT1	GO:0003697	single-stranded DNA binding	Molecular Function
A0A1D8NIT1	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NIT1	GO:0005634	nucleus	Cellular Component
A0A1D8NIT1	GO:0005762	mitochondrial large ribosomal subunit	Cellular Component
A0A1D8NIT1	GO:0006310	DNA recombination	Biological Process
A0A1D8NIT1	GO:0006355	regulation of transcription, DNA-templated	Biological Process
A0A1D8NIT1	GO:0090297	positive regulation of mitochondrial DNA replication	Biological Process
A0A1D8N3R6	GO:0005737	cytoplasm	Cellular Component
A0A1D8N3R6	GO:0019005	SCF ubiquitin ligase complex	Cellular Component
A0A1D8N3R6	GO:0030162	regulation of proteolysis	Biological Process
A0A1D8N3R6	GO:0031625	ubiquitin protein ligase binding	Molecular Function
A0A1D8N3R6	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	Biological Process
A0A1D8N4W5			
A0A1D8N9N5	GO:0005351	carbohydrate:proton symporter activity	Molecular Function
A0A1D8N9N5	GO:0005355	glucose transmembrane transporter activity	Molecular Function
A0A1D8N9N5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N9N5	GO:0046323	glucose import	Biological Process
A0A1D8N9N5	GO:1902600	proton transmembrane transport	Biological Process
A0A1H6PSM8	GO:0005887	integral component of plasma membrane	Cellular Component
A0A1H6PSM8	GO:0015343	siderophore transmembrane transporter activity	Molecular Function
A0A1H6PSM8	GO:0033214	iron assimilation by chelation and transport	Biological Process
A0A1H6PSM8	GO:0044718	siderophore transmembrane transport	Biological Process
A0A1D8NCF3	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NQB5	GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	Molecular Function
A0A1D8NQB5	GO:0005524	ATP binding	Molecular Function
A0A1D8NQB5	GO:0006529	asparagine biosynthetic process	Biological Process
A0A1D8NQB5	GO:0006541	glutamine metabolic process	Biological Process
A0A1D8NQB5	GO:0042803	protein homodimerization activity	Molecular Function
A0A1H6Q4R1	GO:0000790	nuclear chromatin	Cellular Component
A0A1H6Q4R1	GO:0001055	RNA polymerase II activity	Molecular Function
A0A1H6Q4R1	GO:0001172	transcription, RNA-templated	Biological Process
A0A1H6Q4R1	GO:0003677	DNA binding	Molecular Function
A0A1H6Q4R1	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	Molecular Function
A0A1H6Q4R1	GO:0005665	RNA polymerase II, core complex	Cellular Component
A0A1H6Q4R1	GO:0006366	transcription by RNA polymerase II	Biological Process
A0A1H6Q4R1	GO:0009267	cellular response to starvation	Biological Process
A0A1H6Q4R1	GO:0010494	cytoplasmic stress granule	Cellular Component
A0A1H6Q4R1	GO:0019985	translesion synthesis	Biological Process
A0A1H6Q4R1	GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	Biological Process
A0A1H6Q4R1	GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	Biological Process
A0A1H6Q4R1	GO:0046872	metal ion binding	Molecular Function
A0A1D8NCV7			
A0A1D8NFK3			
A0A1D8NEX4	GO:0008299	isoprenoid biosynthetic process	Biological Process
A0A1D8NEX4	GO:0016740	transferase activity	Molecular Function
A0A1D8NHQ3	GO:0003729	mRNA binding	Molecular Function
A0A1D8NHQ3	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	Cellular Component
A0A1D8NHQ3	GO:0098789	pre-mRNA cleavage required for polyadenylation	Biological Process
A0A1D8NQB2	GO:0000453	enzyme-directed rRNA 2'-O-methylation	Biological Process
A0A1D8NQB2	GO:0003723	RNA binding	Molecular Function
A0A1D8NQB2	GO:0005739	mitochondrion	Cellular Component
A0A1D8NQB2	GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity	Molecular Function
A0A1H6PP55	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N6I1			
A0A1D8NBB9			
A0A1D8NCD0	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	Molecular Function
A0A1D8NCD0	GO:0001077	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific	Molecular Function
A0A1D8NCD0	GO:0005634	nucleus	Cellular Component
A0A1D8NCD0	GO:0008270	zinc ion binding	Molecular Function
A0A1D8NCD0	GO:0061414	positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	Biological Process
A0A1D8NM99			
A0A1D8N3Y1	GO:0005759	mitochondrial matrix	Cellular Component
A0A1D8N6T3			
A0A1D8NL97	GO:0004040	amidase activity	Molecular Function
A0A1D8NP50			
A0A1H6Q5S5			
A0A1D8NM72			
A0A1H6Q007	GO:0003677	DNA binding	Molecular Function
A0A1H6Q007	GO:0005634	nucleus	Cellular Component
A0A1D8NEQ4	GO:0004555	alpha,alpha-trehalase activity	Molecular Function
A0A1D8NEQ4	GO:0005515	protein binding	Molecular Function
A0A1D8NEQ4	GO:0005993	trehalose catabolic process	Biological Process
A0A1D8NEQ4	GO:0071465	cellular response to desiccation	Biological Process
A0A1D8NAW5			
A0A1H6Q0M4	GO:0004371	glycerone kinase activity	Molecular Function
A0A1H6Q0M4	GO:0005524	ATP binding	Molecular Function
A0A1H6Q0M4	GO:0006071	glycerol metabolic process	Biological Process
A0A1H6Q0M4	GO:0016310	phosphorylation	Biological Process
A0A1D8N938	GO:0000250	lanosterol synthase activity	Molecular Function
A0A1D8N938	GO:0000469	cleavage involved in rRNA processing	Biological Process
A0A1D8N938	GO:0007004	telomere maintenance via telomerase	Biological Process
A0A1D8N938	GO:0031118	rRNA pseudouridine synthesis	Biological Process
A0A1D8N938	GO:0031120	snRNA pseudouridine synthesis	Biological Process
A0A1D8N938	GO:0031429	box H/ACA snoRNP complex	Cellular Component
A0A1D8N938	GO:0034513	box H/ACA snoRNA binding	Molecular Function
A0A1D8N938	GO:0070034	telomerase RNA binding	Molecular Function
A0A1D8N938	GO:0072589	box H/ACA scaRNP complex	Cellular Component
A0A1D8N938	GO:0090661	box H/ACA telomerase RNP complex	Cellular Component
A0A1D8N938	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	Biological Process
A0A1D8NK54	GO:0008270	zinc ion binding	Molecular Function
A0A1D8NE47	GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	Molecular Function
A0A1D8NE47	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NE47	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NE47	GO:0035269	protein O-linked mannosylation	Biological Process
A0A1D8NE47	GO:0071712	ER-associated misfolded protein catabolic process	Biological Process
A0A1D8NE47	GO:0097582	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Cellular Component
A0A1D8NI73	GO:0003729	mRNA binding	Molecular Function
A0A1D8NI73	GO:0005778	peroxisomal membrane	Cellular Component
A0A1D8NI73	GO:0005782	peroxisomal matrix	Cellular Component
A0A1D8NI73	GO:0033611	oxalate catabolic process	Biological Process
A0A1D8NI73	GO:0050203	oxalate-CoA ligase activity	Molecular Function
A0A1D8N7P2	GO:0006355	regulation of transcription, DNA-templated	Biological Process
A0A1D8N7P2	GO:0008134	transcription factor binding	Molecular Function
A0A1D8N7P2	GO:0046983	protein dimerization activity	Molecular Function
A0A1D8NLV1			
A0A1H6PXT0	GO:0004751	ribose-5-phosphate isomerase activity	Molecular Function
A0A1H6PXT0	GO:0005829	cytosol	Cellular Component
A0A1H6PXT0	GO:0006014	D-ribose metabolic process	Biological Process
A0A1H6PXT0	GO:0008615	pyridoxine biosynthetic process	Biological Process
A0A1H6PXT0	GO:0009052	pentose-phosphate shunt, non-oxidative branch	Biological Process
A0A1H6PXT0	GO:0043231	intracellular membrane-bounded organelle	Cellular Component
A0A1D8N3K7	GO:0003779	actin binding	Molecular Function
A0A1D8N3K7	GO:0005765	lysosomal membrane	Cellular Component
A0A1D8N3K7	GO:0005768	endosome	Cellular Component
A0A1D8N3K7	GO:0006886	intracellular protein transport	Biological Process
A0A1D8N3K7	GO:0016197	endosomal transport	Biological Process
A0A1D8N3K7	GO:0030897	HOPS complex	Cellular Component
A0A1D8N3K7	GO:0032889	regulation of vacuole fusion, non-autophagic	Biological Process
A0A1D8N3K7	GO:0035542	regulation of SNARE complex assembly	Biological Process
A0A1D8N3K8			
A0A1D8NDJ5	GO:0004722	protein serine/threonine phosphatase activity	Molecular Function
A0A1D8NDJ5	GO:0005739	mitochondrion	Cellular Component
A0A1D8NDJ5	GO:0006470	protein dephosphorylation	Biological Process
A0A1D8NBF4	GO:0004385	guanylate kinase activity	Molecular Function
A0A1D8NBF4	GO:0005829	cytosol	Cellular Component
A0A1D8NBF4	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NBF4	GO:0016310	phosphorylation	Biological Process
A0A1D8NBF4	GO:0046037	GMP metabolic process	Biological Process
