"ensembl_gene_id","name_1006"
"YGL008C","hydrogen ion transmembrane transport"
"YGL008C","regulation of pH"
"YGL008C","ATP biosynthetic process"
"YGL008C","proteasome storage granule assembly"
"YBR253W","regulation of transcription from RNA polymerase II promoter"
"YBR253W","positive regulation of transcription from RNA polymerase II promoter"
"YLR212C","mitotic spindle organization in nucleus"
"YLR212C","microtubule nucleation"
"YLR212C","microtubule-based process"
"YLR212C","cytoplasmic microtubule organization"
"YCR020C","thiamine metabolic process"
"YJR141W","biological_process"
"YHR060W","vacuolar acidification"
"YHR060W","vacuolar proton-transporting V-type ATPase complex assembly"
"YDR361C","ribosomal large subunit export from nucleus"
"YDR361C","protein export from nucleus"
"YDR361C","protein transport"
"YDR361C","transport"
"YPL009C","cytoplasmic translation"
"YPL009C","ribosome-associated ubiquitin-dependent protein catabolic process"
"YNL027W","cellular potassium ion homeostasis"
"YNL027W","cell wall chitin biosynthetic process"
"YNL027W","positive regulation of cellular response to drug"
"YNL027W","ion homeostasis"
"YNL027W","positive regulation of transcription from RNA polymerase II promoter by pheromones"
"YNL027W","positive regulation of sodium ion transport"
"YNL027W","cellular hyperosmotic salinity response"
"YNL027W","cellular response to alkaline pH"
"YNL027W","cellular response to calcium ion"
"YNL027W","calcium-mediated signaling"
"YNL027W","positive regulation of transcription from RNA polymerase II promoter"
"YNL027W","transcription, DNA-templated"
"YNL027W","regulation of transcription, DNA-templated"
"YNL027W","positive regulation of transcription from RNA polymerase II promoter in response to alkaline pH"
"YNL027W","positive regulation of transcription from RNA polymerase II promoter in response to increased salt"
"YNL027W","cellular response to blue light"
"YNL027W","regulation of potassium ion concentration by positive regulation of transcription from RNA polymerase II promoter"
"YNL027W","positive regulation of sodium ion transport by positive regulation of transcription from RNA polymerase II promoter"
"YNL027W","positive regulation of transcription from RNA polymerase II promoter in response to calcium ion"
"YNL027W","positive regulation of transcription from RNA polymerase II promoter by calcium-mediated signaling"
"YNL065W","drug transmembrane transport"
"YNL065W","amino acid export"
"YNL065W","monocarboxylic acid transport"
"YNL065W","transmembrane transport"
"YNL065W","transport"
"YNL211C","biological_process"
"YHL038C","Group I intron splicing"
"YHL038C","RNA splicing"
"YHL038C","mRNA processing"
"YPL070W","positive regulation of GTPase activity"
"YPL070W","biological_process"
"YPL070W","late endosome to vacuole transport via multivesicular body sorting pathway"
"YPL070W","Golgi to endosome transport"
"YPL070W","protein localization to endosome"
"YOL111C","posttranslational protein targeting to endoplasmic reticulum membrane"
"YOL111C","protein insertion into ER membrane"
"YOL111C","cell morphogenesis involved in conjugation with cellular fusion"
"YDR075W","positive regulation of double-strand break repair via nonhomologous end joining"
"YDR075W","protein dephosphorylation"
"YDR075W","double-strand break repair via homologous recombination"
"YDR075W","negative regulation of DNA damage checkpoint"
"YDR075W","signal transduction involved in meiotic recombination checkpoint"
"YDR075W","positive regulation of nitrogen compound metabolic process"
"YDR075W","negative regulation of glucose mediated signaling pathway"
"YER009W","nucleocytoplasmic transport"
"YER009W","protein transport"
"YER009W","protein import into nucleus"
"YER009W","transport"
"YMR219W","chromatin silencing at telomere"
"YMR219W","transcription, DNA-templated"
"YMR219W","regulation of transcription, DNA-templated"
"YMR219W","negative regulation of gene silencing"
"YFL034C-B","positive regulation of protein phosphorylation"
"YFL034C-B","establishment or maintenance of cell polarity"
"YFL034C-B","budding cell apical bud growth"
"YFL034C-B","cell division"
"YFL034C-B","cell cycle"
"YFL034C-B","mitotic nuclear division"
"YFL034C-B","cell separation after cytokinesis"
"YFL034C-B","positive regulation of protein kinase activity"
"YIR011C","protein transport"
"YIR011C","chromosome segregation"
"YIR011C","nuclear protein quality control by the ubiquitin-proteasome system"
"YIR011C","proteasome localization"
"YMR297W","proteolysis"
"YMR297W","protein catabolic process in the vacuole"
"YMR297W","phytochelatin biosynthetic process"
"YIL139C","error-free translesion synthesis"
"YIL139C","error-prone translesion synthesis"
"YJR021C","reciprocal meiotic recombination"
"YDR254W","protein localization to chromosome, centromeric region"
"YDR254W","establishment of mitotic sister chromatid cohesion"
"YDR254W","establishment of meiotic sister chromatid cohesion"
"YDR254W","maintenance of meiotic sister chromatid cohesion"
"YDR254W","chromosome segregation"
"YDR254W","kinetochore assembly"
"YDR254W","meiotic nuclear division"
"YDR254W","cell division"
"YDR254W","cell cycle"
"YDR254W","mitotic nuclear division"
"YDR254W","mitotic spindle assembly checkpoint"
"YDR254W","centromere complex assembly"
"YNL301C","cytoplasmic translation"
"YNL301C","translation"
"YPL005W","mRNA metabolic process"
"YPL005W","mitochondrial translational initiation"
"YGL105W","positive regulation of ligase activity"
"YGL105W","tRNA aminoacylation for protein translation"
"YBR255C-A","biological_process"
"YDL224C","regulation of cell size"
"YDL224C","mRNA destabilization"
"YKL188C","transmembrane transport"
"YKL188C","fatty acid beta-oxidation"
"YKL188C","very long-chain fatty acid catabolic process"
"YKL188C","long-chain fatty acid catabolic process"
"YKL188C","transport"
"YKL188C","fatty acid transmembrane transport"
"YKL188C","fatty-acyl-CoA transport"
"YKL188C","peroxisomal long-chain fatty acid import"
"YGR090W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGR090W","rRNA processing"
"YGR090W","ribosome biogenesis"
"YGR090W","tRNA export from nucleus"
"YKL062W","cellular response to nitrosative stress"
"YKL062W","cellular response to freezing"
"YKL062W","cellular hypotonic response"
"YKL062W","cellular response to acidic pH"
"YKL062W","cellular response to hydrostatic pressure"
"YKL062W","cellular response to arsenic-containing substance"
"YKL062W","cellular response to cold"
"YKL062W","cellular response to hydrogen peroxide"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to stress"
"YKL062W","regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation"
"YKL062W","cellular response to amino acid starvation"
"YKL062W","age-dependent response to oxidative stress involved in chronological cell aging"
"YKL062W","cellular response to glucose starvation"
"YKL062W","cellular response to heat"
"YKL062W","cellular hyperosmotic salinity response"
"YKL062W","cellular response to alkaline pH"
"YKL062W","cellular response to ethanol"
"YKL062W","chromatin remodeling"
"YKL062W","transcription, DNA-templated"
"YKL062W","regulation of transcription, DNA-templated"
"YKL062W","replicative cell aging"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to cold"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter"
"YKL062W","transcription from RNA polymerase II promoter"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to heat stress"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to freezing"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to alkaline pH"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to glucose starvation"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to a hypotonic environment"
"YKL062W","regulation of replicative cell aging by regulation of transcription from RNA polymerase II promoter in response to caloric restriction"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to hydrogen peroxide"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to acidic pH"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to ethanol"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to hydrostatic pressure"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to increased salt"
"YKL062W","positive regulation of transcription from RNA polymerase II promoter in response to nitrosative stress"
"YER044C","ergosterol biosynthetic process"
"YER044C","steroid biosynthetic process"
"YER044C","sterol biosynthetic process"
"YER044C","lipid biosynthetic process"
"YNL315C","mitochondrion organization"
"YNL315C","mitochondrial proton-transporting ATP synthase complex assembly"
"YNL315C","protein complex assembly"
"YLL049W","establishment of mitotic spindle orientation"
"YKL216W","pyrimidine nucleotide biosynthetic process"
"YKL216W","UMP biosynthetic process"
"YKL216W","metabolic process"
"YKL216W","oxidation-reduction process"
"YKL216W","'de novo' pyrimidine nucleobase biosynthetic process"
"YKL216W","'de novo' UMP biosynthetic process"
"YJL158C","fungal-type cell wall organization"
"YDR162C","negative regulation of protein kinase activity"
"YDR162C","response to heat"
"YDR162C","hyperosmotic response"
"YDR162C","inactivation of MAPK activity involved in cell wall organization or biogenesis"
"YCR024C-B","biological_process"
"YCR059C","regulation of translation"
"YCR059C","regulation of cellular amino acid metabolic process"
"YCR059C","negative regulation of protein kinase activity"
"YCR059C","negative regulation of protein phosphorylation"
"YDL183C","potassium ion transport"
"YDL183C","proton transport"
"YKR046C","aerobic respiration"
"YCL039W","negative regulation of gluconeogenesis"
"YCL039W","proteasome-mediated ubiquitin-dependent protein catabolic process"
"YER140W","protein folding in endoplasmic reticulum"
"YPL069C","terpenoid biosynthetic process"
"YPL069C","isoprenoid biosynthetic process"
"YPL069C","carotenoid biosynthetic process"
"YPL069C","protein transport"
"YPL069C","transport"
"YPL069C","farnesyl diphosphate biosynthetic process"
"YPL069C","geranyl diphosphate biosynthetic process"
"YPL069C","geranylgeranyl diphosphate biosynthetic process"
"YOR386W","photoreactive repair"
"YOR386W","protein-chromophore linkage"
"YPL151C","mRNA splicing, via spliceosome"
"YNL042W","cellular response to methylmercury"
"YHR207C","histone lysine methylation"
"YDR171W","cytoskeleton organization"
"YPL157W","meiotic nuclear division"
"YPL157W","regulation of telomere maintenance via telomerase"
"YPL157W","7-methylguanosine cap hypermethylation"
"YPL157W","nucleologenesis"
"YPL157W","7-methylguanosine RNA capping"
"YPL157W","RNA methylation"
"YLR227W-A","transposition, RNA-mediated"
"YDR479C","peroxisome organization"
"YAL034W-A","chromosome segregation"
"YAL034W-A","protein localization to kinetochore"
"YAL034W-A","cell division"
"YAL034W-A","cell cycle"
"YAL034W-A","mitotic nuclear division"
"YBR013C","biological_process"
"YOR258W","cellular response to DNA damage stimulus"
"YOR258W","DNA repair"
"YOR258W","DNA catabolic process, exonucleolytic"
"YNR057C","biotin biosynthetic process"
"YJL113W","transposition, RNA-mediated"
"YJL113W","DNA recombination"
"YJL113W","metabolic process"
"YJL113W","proteolysis"
"YJL113W","DNA integration"
"YJL113W","transposition"
"YJL113W","viral procapsid maturation"
"YIL015W","adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"YIL015W","peptide catabolic process"
"YIL015W","response to pheromone"
"YIL015W","proteolysis"
"YGR161W-C","biological_process"
"YHR127W","mitotic spindle elongation"
"YFL018C","hydrogen peroxide metabolic process"
"YFL018C","isoleucine catabolic process"
"YFL018C","valine catabolic process"
"YFL018C","L-serine biosynthetic process"
"YFL018C","2-oxoglutarate metabolic process"
"YFL018C","glycine catabolic process"
"YFL018C","leucine catabolic process"
"YFL018C","pyruvate metabolic process"
"YFL018C","cell redox homeostasis"
"YFL018C","oxidation-reduction process"
"YNL328C","protein import into mitochondrial matrix"
"YNL328C","protein transport"
"YNL328C","response to stress"
