genes	Goterm
KMXK_0D04520	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D04530	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D05960	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D06080	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E00940	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E04310	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E04910	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F02710	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F04500	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0G00400	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02360	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02390	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02800	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H04150	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H04440	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A04340	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A04620	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A05160	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A05970	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A07670	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A08270	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B01380	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B01720	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B03360	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B04260	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B06770	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C00890	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C03020	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C04770	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C04900	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D00250	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D02510	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D04190	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D04520	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D04530	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D05960	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D06060	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D06080	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E00940	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E04310	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E04910	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F00880	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F02710	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F04500	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0G00400	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02360	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02390	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02800	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H04150	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H04440	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C05060	"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B01030	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B06980	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A05160	"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A04340	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A04620	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A05970	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0A07670	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B01380	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B01720	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B03360	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B06770	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C03020	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C04770	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0C04900	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D00250	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D02510	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D04520	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D04530	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D05960	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0D06080	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E00940	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E04310	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0E04910	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F02710	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0F04500	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0G00400	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02360	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02390	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H02800	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H04150	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0H04440	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KMXK_0B00930	endoplasmic reticulum inheritance
KMXK_0D02140	endoplasmic reticulum inheritance
KMXK_0E03790	endoplasmic reticulum inheritance
KMXK_0E05260	endoplasmic reticulum inheritance
KMXK_0G01330	endoplasmic reticulum inheritance
KMXK_0G02590	endoplasmic reticulum inheritance
KMXK_0H01360	endoplasmic reticulum inheritance
KMXK_0H01470	endoplasmic reticulum inheritance
KMXK_0A04250	endoplasmic reticulum membrane fusion
KMXK_0D02140	endoplasmic reticulum membrane fusion
KMXK_0F00780	endoplasmic reticulum membrane fusion
KMXK_0D04640	endoplasmic reticulum membrane organization
KMXK_0G02160	endoplasmic reticulum membrane organization
KMXK_0H01470	endoplasmic reticulum membrane organization
KMXK_0A03480	endoplasmic reticulum organization
KMXK_0B03640	endoplasmic reticulum organization
KMXK_0D01090	endoplasmic reticulum organization
KMXK_0C05220	endoplasmic reticulum tubular network maintenance
KMXK_0D05320	endoplasmic reticulum tubular network organization
KMXK_0B04330	endoplasmic reticulum unfolded protein response
KMXK_0B06250	endoplasmic reticulum unfolded protein response
KMXK_0C00840	endoplasmic reticulum unfolded protein response
KMXK_0C01630	endoplasmic reticulum unfolded protein response
KMXK_0D04140	endoplasmic reticulum unfolded protein response
KMXK_0F01860	endoplasmic reticulum unfolded protein response
KMXK_0G03510	endoplasmic reticulum unfolded protein response
KMXK_0H00960	endoplasmic reticulum unfolded protein response
KMXK_0C06200	endosomal transport
KMXK_0D01530	endosomal transport
KMXK_0G01590	endosomal transport
KMXK_0B04630	endosome organization
KMXK_0D05460	endosome organization
KMXK_0F01990	endosome organization
KMXK_0G02150	endosome organization
KMXK_0H01760	energy reserve metabolic process
KMXK_0A01970	entry into host
KMXK_0F00420	entry into host
KMXK_0A02180	entry into host through natural portals
KMXK_0B04570	enzyme active site formation via cysteine modification to L-cysteine persulfide
KMXK_0B02170	enzyme-directed rRNA pseudouridine synthesis
KMXK_0A06700	ER to Golgi ceramide transport
KMXK_0B07910	ER to Golgi ceramide transport
KMXK_0E05690	ER to Golgi ceramide transport
KMXK_0H02580	ER to Golgi ceramide transport
KMXK_0A01110	ER to Golgi vesicle-mediated transport
KMXK_0A01980	ER to Golgi vesicle-mediated transport
KMXK_0A02170	ER to Golgi vesicle-mediated transport
KMXK_0A03500	ER to Golgi vesicle-mediated transport
KMXK_0A03710	ER to Golgi vesicle-mediated transport
KMXK_0A03880	ER to Golgi vesicle-mediated transport
KMXK_0A03940	ER to Golgi vesicle-mediated transport
KMXK_0A06190	ER to Golgi vesicle-mediated transport
KMXK_0A07380	ER to Golgi vesicle-mediated transport
KMXK_0A08020	ER to Golgi vesicle-mediated transport
KMXK_0B02590	ER to Golgi vesicle-mediated transport
KMXK_0B03380	ER to Golgi vesicle-mediated transport
KMXK_0B05150	ER to Golgi vesicle-mediated transport
KMXK_0B05320	ER to Golgi vesicle-mediated transport
KMXK_0B05790	ER to Golgi vesicle-mediated transport
KMXK_0B06640	ER to Golgi vesicle-mediated transport
KMXK_0B07110	ER to Golgi vesicle-mediated transport
KMXK_0B07580	ER to Golgi vesicle-mediated transport
KMXK_0B07750	ER to Golgi vesicle-mediated transport
KMXK_0B08160	ER to Golgi vesicle-mediated transport
KMXK_0B08430	ER to Golgi vesicle-mediated transport
KMXK_0C01420	ER to Golgi vesicle-mediated transport
KMXK_0C02000	ER to Golgi vesicle-mediated transport
KMXK_0C02490	ER to Golgi vesicle-mediated transport
KMXK_0C02720	ER to Golgi vesicle-mediated transport
KMXK_0C03690	ER to Golgi vesicle-mediated transport
KMXK_0C04250	ER to Golgi vesicle-mediated transport
KMXK_0C04810	ER to Golgi vesicle-mediated transport
KMXK_0C05140	ER to Golgi vesicle-mediated transport
KMXK_0D01020	ER to Golgi vesicle-mediated transport
KMXK_0D01540	ER to Golgi vesicle-mediated transport
KMXK_0D02110	ER to Golgi vesicle-mediated transport
KMXK_0D03640	ER to Golgi vesicle-mediated transport
KMXK_0D04700	ER to Golgi vesicle-mediated transport
KMXK_0D05870	ER to Golgi vesicle-mediated transport
KMXK_0D06350	ER to Golgi vesicle-mediated transport
KMXK_0E00490	ER to Golgi vesicle-mediated transport
KMXK_0E01700	ER to Golgi vesicle-mediated transport
KMXK_0E02680	ER to Golgi vesicle-mediated transport
KMXK_0E03300	ER to Golgi vesicle-mediated transport
KMXK_0E04000	ER to Golgi vesicle-mediated transport
KMXK_0E04210	ER to Golgi vesicle-mediated transport
KMXK_0E04640	ER to Golgi vesicle-mediated transport
KMXK_0E05370	ER to Golgi vesicle-mediated transport
KMXK_0E05640	ER to Golgi vesicle-mediated transport
KMXK_0E05840	ER to Golgi vesicle-mediated transport
KMXK_0F00590	ER to Golgi vesicle-mediated transport
KMXK_0F01920	ER to Golgi vesicle-mediated transport
KMXK_0F02780	ER to Golgi vesicle-mediated transport
KMXK_0F03350	ER to Golgi vesicle-mediated transport
KMXK_0F04980	ER to Golgi vesicle-mediated transport
KMXK_0F05600	ER to Golgi vesicle-mediated transport
KMXK_0G01570	ER to Golgi vesicle-mediated transport
KMXK_0G01930	ER to Golgi vesicle-mediated transport
KMXK_0G02560	ER to Golgi vesicle-mediated transport
KMXK_0G03760	ER to Golgi vesicle-mediated transport
KMXK_0G04140	ER to Golgi vesicle-mediated transport
KMXK_0H00260	ER to Golgi vesicle-mediated transport
KMXK_0H00300	ER to Golgi vesicle-mediated transport
KMXK_0H00720	ER to Golgi vesicle-mediated transport
KMXK_0H00880	ER to Golgi vesicle-mediated transport
KMXK_0H01440	ER to Golgi vesicle-mediated transport
KMXK_0H02910	ER to Golgi vesicle-mediated transport
KMXK_0H03970	ER to Golgi vesicle-mediated transport
KMXK_0A00310	ER-associated misfolded protein catabolic process
KMXK_0A07420	ER-associated misfolded protein catabolic process
KMXK_0B06700	ER-associated misfolded protein catabolic process
KMXK_0C02330	ER-associated misfolded protein catabolic process
KMXK_0F00780	ER-associated misfolded protein catabolic process
